baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	description
ENSMUSG00000035268	18.2461864648651	2.22741604908768	0.515464694053533	4.32118062552769	1.5519656240284e-05	0.00798831194812398	Pkig	protein kinase inhibitor, gamma [Source:MGI Symbol;Acc:MGI:1343086]
ENSMUSG00000079316	28.8168032005528	-1.35367123937333	0.310792160085017	-4.35555143669978	1.32732342469726e-05	0.00798831194812398	Rab9	RAB9, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1890695]
ENSMUSG00000028690	23.8309646445073	1.70890034265723	0.395078923875513	4.32546572187104	1.52209937490319e-05	0.00798831194812398	Mmachc	methylmalonic aciduria cblC type, with homocystinuria [Source:MGI Symbol;Acc:MGI:1914346]
ENSMUSG00000078676	144.047170718691	0.656927817793625	0.151866448675261	4.32569421043318	1.52052234384398e-05	0.00798831194812398	Casc3	cancer susceptibility candidate 3 [Source:MGI Symbol;Acc:MGI:2179723]
ENSMUSG00000033728	55.0260294992078	1.07251620882532	0.24719121363085	4.3388120195364	1.43254988836514e-05	0.00798831194812398	Lrrc14	leucine rich repeat containing 14 [Source:MGI Symbol;Acc:MGI:2445060]
ENSMUSG00000037815	40.7494937737692	1.33882025623324	0.303640027069567	4.40923507073228	1.03736376237927e-05	0.00798831194812398	Ctnna1	catenin (cadherin associated protein), alpha 1 [Source:MGI Symbol;Acc:MGI:88274]
ENSMUSG00000002881	78.6533498930397	0.924886459644142	0.215245688356681	4.2968872766061	1.73213220425995e-05	0.00844642361708863	Nab1	Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564]
ENSMUSG00000075254	103.329593094929	0.836390640616528	0.196244136722729	4.261990470565	2.02614085337207e-05	0.00938609750324611	Heg1	HEG homolog 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:1924696]
ENSMUSG00000062031	13.3371761963587	2.02756335629809	0.478161570868633	4.24033105089311	2.23190371306278e-05	0.00984694661977458	Athl1	ATH1, acid trehalase-like 1 (yeast) [Source:MGI Symbol;Acc:MGI:2444047]
ENSMUSG00000027942	70.2044612245312	0.848886810838661	0.201870464774184	4.20510653595731	2.6095920484334e-05	0.0109899410585161	4933434E20Rik	RIKEN cDNA 4933434E20 gene [Source:MGI Symbol;Acc:MGI:1914027]
ENSMUSG00000043079	14.1667623929272	2.34417834088575	0.559472198125214	4.18998182347769	2.78976800996701e-05	0.0112379133097149	Synpo	synaptopodin [Source:MGI Symbol;Acc:MGI:1099446]
ENSMUSG00000071064	20.2898529782001	1.58134420862274	0.382331037398667	4.13606025653059	3.53319450437041e-05	0.0136396029512466	Zfp827	zinc finger protein 827 [Source:MGI Symbol;Acc:MGI:2444807]
ENSMUSG00000022048	162.351839437368	-0.630929365195353	0.154956904475618	-4.07164409569517	4.66824695588625e-05	0.0173005232185145	Dpysl2	dihydropyrimidinase-like 2 [Source:MGI Symbol;Acc:MGI:1349763]
ENSMUSG00000026999	16.4768788876335	-2.08626285346924	0.516577087304899	-4.03862831848341	5.37646791747016e-05	0.0189382244669819	Nup35	nucleoporin 35 [Source:MGI Symbol;Acc:MGI:1916732]
ENSMUSG00000034875	92.025401305502	0.888665833243555	0.221195599069973	4.01755657427178	5.8804720168977e-05	0.0189382244669819	Nudt19	nudix (nucleoside diphosphate linked moiety X)-type motif 19 [Source:MGI Symbol;Acc:MGI:94203]
ENSMUSG00000032218	17.1799280140071	2.09172927421886	0.520892042616692	4.01566755312884	5.9277766815162e-05	0.0189382244669819	Ccnb2	cyclin B2 [Source:MGI Symbol;Acc:MGI:88311]
ENSMUSG00000006740	252.862438513499	-0.481137676272482	0.119488237629374	-4.02665304818424	5.65764188537989e-05	0.0189382244669819	Kif5b	kinesin family member 5B [Source:MGI Symbol;Acc:MGI:1098268]
ENSMUSG00000038208	7.82755707218041	2.41110276143264	0.602640805437188	4.00089529231845	6.31032779257879e-05	0.0194883956660808	Pgap3	post-GPI attachment to proteins 3 [Source:MGI Symbol;Acc:MGI:2444461]
ENSMUSG00000025817	97.1001592638571	0.789721101688183	0.198508785908239	3.97826775311211	6.94191729493608e-05	0.0198605040589964	Nudt5	nudix (nucleoside diphosphate linked moiety X)-type motif 5 [Source:MGI Symbol;Acc:MGI:1858232]
ENSMUSG00000005907	22.2896053077726	-1.74695501509747	0.439619747364563	-3.97378649519303	7.07389782997173e-05	0.0198605040589964	Pex1	peroxisomal biogenesis factor 1 [Source:MGI Symbol;Acc:MGI:1918632]
ENSMUSG00000077737	7.87291618539315	2.17516911870869	0.545600749891315	3.98674143894045	6.69869575400245e-05	0.0198605040589964	Snord72	small nucleolar RNA, C/D box 72 [Source:MGI Symbol;Acc:MGI:3819555]
ENSMUSG00000040028	353.808038810707	0.466619967153118	0.118021320893818	3.95369212629749	7.69544174047683e-05	0.0209700787427994	Elavl1	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R) [Source:MGI Symbol;Acc:MGI:1100851]
ENSMUSG00000028683	58.0919589587149	-1.05120199692939	0.267361489924875	-3.93176293723064	8.43251988542231e-05	0.0217020268717883	Eif2b3	eukaryotic translation initiation factor 2B, subunit 3 [Source:MGI Symbol;Acc:MGI:1313286]
ENSMUSG00000046598	77.3120709353953	0.883587855272072	0.22457056027808	3.93456673117772	8.33469103510648e-05	0.0217020268717883	Bdh1	3-hydroxybutyrate dehydrogenase, type 1 [Source:MGI Symbol;Acc:MGI:1919161]
ENSMUSG00000091971	17.8693612068687	-2.73042560524412	0.698906299984692	-3.90671196597301	9.35605707241212e-05	0.0234280726421347	Hspa1a	heat shock protein 1A [Source:MGI Symbol;Acc:MGI:96244]
ENSMUSG00000032047	89.288287827574	0.721978191335584	0.185188406985327	3.89861440620735	9.67446895488814e-05	0.023587882859747	Acat1	acetyl-Coenzyme A acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:87870]
ENSMUSG00000020897	87.3026800434167	1.1579916091696	0.299069795805699	3.87197779718929	0.000107955788104028	0.0244596532066482	Aurkb	aurora kinase B [Source:MGI Symbol;Acc:MGI:107168]
ENSMUSG00000065979	13.4594723752679	-2.13773829962359	0.552196453061202	-3.87133652846309	0.000108240235453057	0.0244596532066482	Cpped1	calcineurin-like phosphoesterase domain containing 1 [Source:MGI Symbol;Acc:MGI:2443300]
ENSMUSG00000023066	13.4197464384274	-2.06914194852232	0.533696114679994	-3.87700395713576	0.00010575063893113	0.0244596532066482	Rttn	rotatin [Source:MGI Symbol;Acc:MGI:2179288]
ENSMUSG00000030123	8.17394580636969	2.32235905743091	0.603346192975007	3.84913186570337	0.000118537185721583	0.024992347068738	Plxnd1	plexin D1 [Source:MGI Symbol;Acc:MGI:2154244]
ENSMUSG00000020248	110.491522468271	0.638933409660395	0.166493868148814	3.83757922597672	0.000124253153024286	0.024992347068738	Nfyb	nuclear transcription factor-Y beta [Source:MGI Symbol;Acc:MGI:97317]
ENSMUSG00000046169	20.2362944657237	-1.714447964853	0.447329819710997	-3.83262615034393	0.000126782548540819	0.024992347068738	Adamts6	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6 [Source:MGI Symbol;Acc:MGI:1347348]
ENSMUSG00000048755	27.5549716442756	-1.37446727880903	0.357231809852498	-3.84755008065086	0.000119304894534554	0.024992347068738	Mcat	malonyl CoA:ACP acyltransferase (mitochondrial) [Source:MGI Symbol;Acc:MGI:2388651]
ENSMUSG00000090877	76.2485124700448	-2.66688714558882	0.690982444272624	-3.85955847025343	0.000113592076649325	0.024992347068738	Hspa1b	heat shock protein 1B [Source:MGI Symbol;Acc:MGI:99517]
ENSMUSG00000090000	109.246016881807	-0.693119186957864	0.180741243446219	-3.83487008134979	0.000125630681967988	0.024992347068738	Ier3ip1	immediate early response 3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1913441]
ENSMUSG00000036977	21.7212822877308	1.55685593213372	0.407486605605609	3.82063093784375	0.000133110713651661	0.0256931408746383	Anapc10	anaphase promoting complex subunit 10 [Source:MGI Symbol;Acc:MGI:1916249]
ENSMUSG00000028367	637.93274552828	0.405000859101801	0.106677596098095	3.79649405231615	0.00014675688202755	0.0277490308568419	Txn1	thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]
ENSMUSG00000037773	38.6988108717908	-1.13695650821139	0.301395771430163	-3.7723041130152	0.000161746941853722	0.0299717083254946	Pced1a	PC-esterase domain containing 1A [Source:MGI Symbol;Acc:MGI:2442177]
ENSMUSG00000008373	114.980114648688	0.806852193611353	0.214391195854514	3.76345768488965	0.000167580093818076	0.0304437170436171	Prpf31	PRP31 pre-mRNA processing factor 31 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1916238]
ENSMUSG00000043831	8.21931744493271	2.14254871212662	0.574196054202514	3.73138877643865	0.000190427081630527	0.033928979063593	Lysmd4	LysM, putative peptidoglycan-binding, domain containing 4 [Source:MGI Symbol;Acc:MGI:1922349]
ENSMUSG00000061130	73.424337175009	0.67207328094075	0.180794941441718	3.71732348029994	0.000201344573141355	0.035197310757635	Ppm1b	protein phosphatase 1B, magnesium dependent, beta isoform [Source:MGI Symbol;Acc:MGI:101841]
ENSMUSG00000026270	14.7896264045752	1.51317394579963	0.409003327428315	3.6996617003436	0.000215887052937832	0.0354478996995306	Capn10	calpain 10 [Source:MGI Symbol;Acc:MGI:1344392]
ENSMUSG00000033554	123.669822391414	-0.551974656095582	0.149173928251951	-3.70020862602285	0.00021542229490899	0.0354478996995306	Dph5	DPH5 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916990]
ENSMUSG00000074088	150.185028680209	0.707172789251183	0.191180554948489	3.69897864059303	0.000216468815065823	0.0354478996995306	Snrnp40	small nuclear ribonucleoprotein 40 (U5) [Source:MGI Symbol;Acc:MGI:1913835]
ENSMUSG00000029097	7.16069164482782	2.24720902883407	0.607831272193988	3.69709347253999	0.000218082059673313	0.0354478996995306	Trmt44	tRNA methyltransferase 44 [Source:MGI Symbol;Acc:MGI:1926140]
ENSMUSG00000002308	37.1139074794609	1.25208187459445	0.339930345337492	3.68334834405958	0.000230190255246598	0.0367709088768919	Cd320	CD320 antigen [Source:MGI Symbol;Acc:MGI:1860083]
ENSMUSG00000039917	23.9259493071003	1.23936291496378	0.337943579382235	3.66736636106343	0.000245061556013498	0.037841588607751	Rhbdd2	rhomboid domain containing 2 [Source:MGI Symbol;Acc:MGI:1915612]
ENSMUSG00000022034	39.8899139783058	1.43228350937494	0.390243345190392	3.67023173367929	0.000242330677482883	0.037841588607751	Esco2	establishment of cohesion 1 homolog 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919238]
ENSMUSG00000091993	7.88222947674331	-2.28826396262101	0.629662924090938	-3.63410941802654	0.000278942473201271	0.0423672461345866	B930036N10Rik	RIKEN cDNA B930036N10 gene [Source:MGI Symbol;Acc:MGI:3702496]
ENSMUSG00000026174	139.622208410455	0.685730939054522	0.189084718885025	3.62658041907389	0.000287199401739213	0.0429177815663518	Rqcd1	rcd1 (required for cell differentiation) homolog 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:1928902]
ENSMUSG00000021361	155.596307463526	0.579367386928684	0.160095867370972	3.61887784140101	0.000295883258505323	0.0435136252389178	Tmem14c	transmembrane protein 14C [Source:MGI Symbol;Acc:MGI:1913404]
ENSMUSG00000035885	531.559408441037	-0.374418647129841	0.103597380493162	-3.61417098914539	0.00030131016913514	0.0436193549537043	Cox8a	cytochrome c oxidase subunit VIIIa [Source:MGI Symbol;Acc:MGI:105959]
ENSMUSG00000025486	8.57794709504125	-2.13650720918304	0.592757198667552	-3.60435472396734	0.000312929425470967	0.0446044788767463	Sirt3	sirtuin 3 [Source:MGI Symbol;Acc:MGI:1927665]
ENSMUSG00000041199	20.543671075015	-1.69415413808361	0.471485622323119	-3.59322545136396	0.000326609759991706	0.0458490822170175	Rpusd1	RNA pseudouridylate synthase domain containing 1 [Source:MGI Symbol;Acc:MGI:1919186]
ENSMUSG00000039478	16.2468025429595	1.47627816911276	0.411563702620585	3.58699797798671	0.000334506916575684	0.0462568146578166	Micu3	mitochondrial calcium uptake family, member 3 [Source:MGI Symbol;Acc:MGI:1925756]
ENSMUSG00000022390	47.3027836354337	-1.13890130984272	0.318494400982992	-3.57589115013528	0.000349036868570602	0.0475562733427445	Zc3h7b	zinc finger CCCH type containing 7B [Source:MGI Symbol;Acc:MGI:1328310]
ENSMUSG00000026358	202.348428001755	0.768471667966194	0.215599169836506	3.5643535573395	0.000364754025369501	0.04881750337237	Rgs1	regulator of G-protein signaling 1 [Source:MGI Symbol;Acc:MGI:1354694]
ENSMUSG00000047945	115.622072277317	0.879028452411637	0.246818526991723	3.56143626301244	0.000368831649872197	0.04881750337237	Marcksl1	MARCKS-like 1 [Source:MGI Symbol;Acc:MGI:97143]
ENSMUSG00000036777	17.8334355110898	-1.80418639322803	0.507372867696855	-3.5559378675842	0.000376633088175121	0.049147965661162	Anln	anillin, actin binding protein [Source:MGI Symbol;Acc:MGI:1920174]
ENSMUSG00000018983	62.2736870645605	0.790770821326474	0.222643889471672	3.55172928034519	0.000382708398025683	0.0492471292737215	E2f2	E2F transcription factor 2 [Source:MGI Symbol;Acc:MGI:1096341]
ENSMUSG00000053841	139.249968707612	0.580654080231186	0.164007691184942	3.54040762378891	0.000399509465268045	0.0496963421822886	Txlna	taxilin alpha [Source:MGI Symbol;Acc:MGI:105968]
ENSMUSG00000003848	104.955401130741	-0.686827339774373	0.194097081792278	-3.53857633217492	0.00040229095128674	0.0496963421822886	Nob1	NIN1/RPN12 binding protein 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914869]
ENSMUSG00000021810	122.804548299798	0.61645058001232	0.174021401358702	3.54238372521584	0.000396528193223703	0.0496963421822886	Ecd	ecdysoneless homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1917851]
ENSMUSG00000038717	35.3497160840517	-1.13828147369711	0.322331628836629	-3.531398633778	0.00041336826409917	0.0503928548273528	Atp5l	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G [Source:MGI Symbol;Acc:MGI:1351597]
ENSMUSG00000015757	133.988502862695	-0.599071251267332	0.170109295713847	-3.521684389753	0.000428814334697295	0.0515969455970187	Ppil4	peptidylprolyl isomerase (cyclophilin)-like 4 [Source:MGI Symbol;Acc:MGI:1914668]
ENSMUSG00000031583	36.7130865904447	-0.918571684834444	0.261195732927886	-3.51679437691295	0.000436792011809287	0.0518830511463211	Wrn	Werner syndrome homolog (human) [Source:MGI Symbol;Acc:MGI:109635]
ENSMUSG00000028847	81.7860338775628	-0.830512400048865	0.237257545003869	-3.50046781456548	0.000464442318839101	0.0537882260505534	Trappc3	trafficking protein particle complex 3 [Source:MGI Symbol;Acc:MGI:1351486]
ENSMUSG00000037957	9.84189586693287	1.60247240638454	0.457414231721343	3.50332870132638	0.000459482080975484	0.0537882260505534	Wdr20	WD repeat domain 20 [Source:MGI Symbol;Acc:MGI:1916891]
ENSMUSG00000004105	20.2882624282682	-1.67474933992155	0.479134074557086	-3.49536680619031	0.000473410667767595	0.0541499979860095	Angptl2	angiopoietin-like 2 [Source:MGI Symbol;Acc:MGI:1347002]
ENSMUSG00000035569	503.403259068545	-0.507382299106653	0.145406578840085	-3.48940400877364	0.00048409888918184	0.0546972708325579	Ankrd11	ankyrin repeat domain 11 [Source:MGI Symbol;Acc:MGI:1924337]
ENSMUSG00000096188	22.7324847797136	1.43081563459375	0.410690527637114	3.48392655371399	0.000494115062012752	0.0547209164028783	Cmtm4	CKLF-like MARVEL transmembrane domain containing 4 [Source:MGI Symbol;Acc:MGI:2142888]
ENSMUSG00000020982	138.770424139298	-0.587434336016656	0.168665213316894	-3.48284227947445	0.000496120558860418	0.0547209164028783	Nemf	nuclear export mediator factor [Source:MGI Symbol;Acc:MGI:1918305]
ENSMUSG00000075014	30.6767463932117	-1.14681894172422	0.332103066957482	-3.45320189973147	0.000553974208810659	0.0570489507815863	Gm10800	predicted gene 10800 [Source:MGI Symbol;Acc:MGI:3641657]
ENSMUSG00000037519	39.286903567568	-0.898650919154959	0.260244269479849	-3.45310550334536	0.000554172214823828	0.0570489507815863	Ppfia1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1 [Source:MGI Symbol;Acc:MGI:1924750]
ENSMUSG00000062075	60.0375047303145	-0.95482290878883	0.276041209057893	-3.45898683768111	0.000542211400931974	0.0570489507815863	Lmnb2	lamin B2 [Source:MGI Symbol;Acc:MGI:96796]
ENSMUSG00000021218	265.205740284664	0.3942687521922	0.114119953331284	3.45486254316685	0.000550573441697016	0.0570489507815863	Gdi2	guanosine diphosphate (GDP) dissociation inhibitor 2 [Source:MGI Symbol;Acc:MGI:99845]
ENSMUSG00000021290	362.026291065419	-0.436764551574538	0.126246692810127	-3.45961182707118	0.000540954602495309	0.0570489507815863	2010107E04Rik	RIKEN cDNA 2010107E04 gene [Source:MGI Symbol;Acc:MGI:1917507]
ENSMUSG00000002257	113.879553819868	-0.5582570219587	0.161630146203972	-3.45391645723191	0.00055250850308454	0.0570489507815863	Def6	differentially expressed in FDCP 6 [Source:MGI Symbol;Acc:MGI:1346328]
ENSMUSG00000034793	43.0077315424247	0.95375705124825	0.276477554691046	3.44967262284289	0.000561266756833764	0.0571443571655475	G6pc3	glucose 6 phosphatase, catalytic, 3 [Source:MGI Symbol;Acc:MGI:1915651]
ENSMUSG00000042492	87.2341505206066	-0.6341707004416	0.184186626447232	-3.44308765882785	0.000575112868014233	0.0572948464747512	Tbc1d10b	TBC1 domain family, member 10b [Source:MGI Symbol;Acc:MGI:1915699]
ENSMUSG00000058600	756.582334470209	-0.270763511291965	0.0786302601445557	-3.4435026768853	0.000574230909314711	0.0572948464747512	Rpl30	ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:98037]
ENSMUSG00000020649	247.535094644362	0.641898257435929	0.186659984151128	3.43886377337427	0.000584161109912632	0.0575771562057504	Rrm2	ribonucleotide reductase M2 [Source:MGI Symbol;Acc:MGI:98181]
ENSMUSG00000068039	255.987778046582	0.536406462432713	0.156139606030497	3.43542856338412	0.000591617418083104	0.0576982671425259	Tcp1	t-complex protein 1 [Source:MGI Symbol;Acc:MGI:98535]
ENSMUSG00000038803	65.958630750106	-0.872602134644406	0.254862800389155	-3.42381129498699	0.000617494835198438	0.0595946838345159	Ost4	oligosaccharyltransferase 4 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914945]
ENSMUSG00000032870	136.944431015848	0.601801895215737	0.176084535028411	3.41768739156245	0.000631556008342025	0.0601787559460481	Smap2	small ArfGAP 2 [Source:MGI Symbol;Acc:MGI:1917030]
ENSMUSG00000025104	37.1146626807012	1.09360530171648	0.320327079331972	3.4140270126308	0.000640102290428442	0.0601787559460481	Hdgfrp3	hepatoma-derived growth factor, related protein 3 [Source:MGI Symbol;Acc:MGI:1352760]
ENSMUSG00000035112	10.594947450719	1.78296489677971	0.522857108029247	3.41004237945634	0.000649527856946013	0.0601787559460481	Wnk4	WNK lysine deficient protein kinase 4 [Source:MGI Symbol;Acc:MGI:1917097]
ENSMUSG00000019143	50.075430746396	0.802396431640855	0.235211706907197	3.41137965533936	0.000646350262273866	0.0601787559460481	Hars2	histidyl-tRNA synthetase 2, mitochondrial (putative) [Source:MGI Symbol;Acc:MGI:1918041]
ENSMUSG00000028156	100.718372668127	0.732249540568996	0.215173988969226	3.40305788853375	0.000666361604966755	0.0605278457844802	Eif4e	eukaryotic translation initiation factor 4E [Source:MGI Symbol;Acc:MGI:95305]
ENSMUSG00000020778	47.2757876635353	0.864144773100534	0.253870509808591	3.40388008734085	0.00066435911659487	0.0605278457844802	Ten1	TEN1 telomerase capping complex subunit [Source:MGI Symbol;Acc:MGI:1916785]
ENSMUSG00000030282	102.129980995017	0.618052932490447	0.182026406973608	3.39540258342879	0.000685277555044692	0.061641714053292	Cmas	cytidine monophospho-N-acetylneuraminic acid synthetase [Source:MGI Symbol;Acc:MGI:1337124]
ENSMUSG00000035725	50.7894779973541	-0.907484719136693	0.268042269139852	-3.38560303212181	0.000710220421714906	0.0620772849734774	Prkx	protein kinase, X-linked [Source:MGI Symbol;Acc:MGI:1309999]
ENSMUSG00000037894	34.405604901095	1.07645092214702	0.317740248062513	3.38783307658033	0.00070447123716229	0.0620772849734774	H2afz	H2A histone family, member Z [Source:MGI Symbol;Acc:MGI:1888388]
ENSMUSG00000060935	41.3926455316941	0.96820603900612	0.285772066372275	3.38803596620545	0.000703950327884186	0.0620772849734774	Tmem263	transmembrane protein 263 [Source:MGI Symbol;Acc:MGI:2143652]
ENSMUSG00000019988	43.4442046917382	-0.963843374495408	0.285472404358537	-3.37631014339612	0.00073465055128575	0.0636124986697427	Nedd1	neural precursor cell expressed, developmentally down-regulated gene 1 [Source:MGI Symbol;Acc:MGI:97293]
ENSMUSG00000022960	80.4591843771681	-0.672470222182356	0.199396216004467	-3.37253251670177	0.000744802913407414	0.0638944351177749	Donson	downstream neighbor of SON [Source:MGI Symbol;Acc:MGI:1890621]
ENSMUSG00000006262	43.147924453309	-1.01224656065133	0.300657250397445	-3.36677914573231	0.000760515686206426	0.0646438333275462	Mob1b	MOB kinase activator 1B [Source:MGI Symbol;Acc:MGI:1915723]
ENSMUSG00000068921	121.87168570073	-0.652258322929968	0.194841472825908	-3.34763597025755	0.000815039945780003	0.06608118394648	Dap3	death associated protein 3 [Source:MGI Symbol;Acc:MGI:1929538]
ENSMUSG00000038374	190.743170395614	0.648922210618611	0.193576996617475	3.35226923631292	0.000801520299892723	0.06608118394648	Rbm8a	RNA binding motif protein 8a [Source:MGI Symbol;Acc:MGI:1913129]
ENSMUSG00000029918	27.6619951895651	-1.13269783719863	0.338681256599072	-3.34443614793691	0.000824500064240157	0.06608118394648	Mrps33	mitochondrial ribosomal protein S33 [Source:MGI Symbol;Acc:MGI:1338046]
ENSMUSG00000039089	61.427768317575	-0.665360317538836	0.198754630861914	-3.34764686816832	0.000815007899423714	0.06608118394648	L3mbtl3	l(3)mbt-like 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2143628]
ENSMUSG00000037750	37.4095202904421	-1.1760662240723	0.352000158089424	-3.34109572693296	0.000834484459982532	0.06608118394648	Fam222b	family with sequence similarity 222, member B [Source:MGI Symbol;Acc:MGI:2384939]
ENSMUSG00000018160	162.706184900862	-0.481443445045263	0.143777588886605	-3.3485291329024	0.000812417390086133	0.06608118394648	Med1	mediator complex subunit 1 [Source:MGI Symbol;Acc:MGI:1100846]
ENSMUSG00000049957	67.1633485250611	0.743494795987791	0.222343472160237	3.34390206631286	0.000826088935621553	0.06608118394648	Ccdc137	coiled-coil domain containing 137 [Source:MGI Symbol;Acc:MGI:1914541]
ENSMUSG00000021377	399.579534919512	-0.441654293452053	0.132158399176375	-3.34185565355277	0.000832203261686235	0.06608118394648	Dek	DEK oncogene (DNA binding) [Source:MGI Symbol;Acc:MGI:1926209]
ENSMUSG00000074340	6.75685171054649	-1.88469215289168	0.564579655215807	-3.33822187087359	0.000843163940481179	0.066202660242018	Ovgp1	oviductal glycoprotein 1 [Source:MGI Symbol;Acc:MGI:106661]
ENSMUSG00000026773	48.2007495349704	0.871362840499266	0.262322200458695	3.32172739850308	0.000894620506449146	0.0678127991653383	Pfkfb3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:MGI Symbol;Acc:MGI:2181202]
ENSMUSG00000027324	8.15809016734146	-2.11031567537534	0.636506554615835	-3.3154657404102	0.000914905547292745	0.0678127991653383	Rpusd2	RNA pseudouridylate synthase domain containing 2 [Source:MGI Symbol;Acc:MGI:1918066]
ENSMUSG00000037818	10.5885874824286	-1.6794528227811	0.504783171118428	-3.32707768180941	0.000877619045056001	0.0678127991653383	3110057O12Rik	RIKEN cDNA 3110057O12 gene [Source:MGI Symbol;Acc:MGI:1915468]
ENSMUSG00000028653	23.7673755048644	1.12755995542306	0.33963005728798	3.31996515392916	0.000900286847269239	0.0678127991653383	Trit1	tRNA isopentenyltransferase 1 [Source:MGI Symbol;Acc:MGI:1914216]
ENSMUSG00000047417	98.047364167047	-0.611269568116584	0.184331870731987	-3.31613608481928	0.000912713726496615	0.0678127991653383	Rexo1	REX1, RNA exonuclease 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914182]
ENSMUSG00000021794	178.21671612003	0.463669711295923	0.139591853497603	3.32161010602159	0.000894996620693798	0.0678127991653383	Glud1	glutamate dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:95753]
ENSMUSG00000021996	97.301501281284	0.648560666153347	0.195072646905099	3.3247135179791	0.000885094312507836	0.0678127991653383	Esd	esterase D/formylglutathione hydrolase [Source:MGI Symbol;Acc:MGI:95421]
ENSMUSG00000022102	61.972072836482	-0.956038265854387	0.288602995419128	-3.31264152149899	0.000924193548221858	0.0679575652720279	Dok2	docking protein 2 [Source:MGI Symbol;Acc:MGI:1332623]
