id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	description
ENSMUSG00000031431	259.649098886937	-5.86718010255586	0.244467427543042	-23.9998439118146	2.791238971789e-127	2.47506772098454e-124	Tsc22d3	TSC22 domain family, member 3 [Source:MGI Symbol;Acc:MGI:1196284]
ENSMUSG00000042524	411.155912543516	-3.24351403242329	0.13524510393099	-23.9824876328117	4.23593419233898e-127	3.44310850933954e-124	Sun2	Sad1 and UNC84 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443011]
ENSMUSG00000034614	247.515198392848	-5.53325531943827	0.231322715095653	-23.920069056557	1.89386658514488e-126	1.42098266703871e-123	Pik3ip1	phosphoinositide-3-kinase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917016]
ENSMUSG00000025647	1854.87204798565	-2.03729994576665	0.0867589891175764	-23.4822923421306	6.18737666970784e-122	4.31083371688074e-119	Shisa5	shisa family member 5 [Source:MGI Symbol;Acc:MGI:1915044]
ENSMUSG00000000782	865.816750621713	-2.42270414149487	0.103216599715246	-23.4720398480344	7.87462711063114e-122	5.12060752247307e-119	Tcf7	transcription factor 7, T cell specific [Source:MGI Symbol;Acc:MGI:98507]
ENSMUSG00000028649	739.215811477415	-2.70077082028156	0.115347641915532	-23.4141832067909	3.06442359874639e-121	1.86814923638577e-118	Macf1	microtubule-actin crosslinking factor 1 [Source:MGI Symbol;Acc:MGI:108559]
ENSMUSG00000042675	255.47244067741	-4.86269421045684	0.210581434784101	-23.0917517275078	5.60359613096331e-118	3.21514568596565e-115	Ypel3	yippee-like 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:1913340]
ENSMUSG00000022148	471.488199850125	-3.42988125419688	0.148738260730746	-23.0598451087568	1.17171877579931e-117	6.34941385508136e-115	Fyb	FYN binding protein [Source:MGI Symbol;Acc:MGI:1346327]
ENSMUSG00000060550	353.769003765004	-3.2757791237481	0.144746160408396	-22.631198744793	2.13715045859683e-113	1.09714555648176e-110	H2-Q7	histocompatibility 2, Q region locus 7 [Source:MGI Symbol;Acc:MGI:95936]
ENSMUSG00000001281	337.58936241238	-3.27294006623004	0.145052265214418	-22.5638673163218	9.81552775112722e-113	4.78703288422475e-110	Itgb7	integrin beta 7 [Source:MGI Symbol;Acc:MGI:96616]
ENSMUSG00000023927	853.402857498644	-2.40629817939547	0.107488097841213	-22.3866477100578	5.3106058250655e-111	2.46664996274709e-108	Satb1	special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084]
ENSMUSG00000038393	444.742864025705	-3.72720910258764	0.168885570589444	-22.0694348817306	6.21635905797333e-108	2.75610755688509e-105	Txnip	thioredoxin interacting protein [Source:MGI Symbol;Acc:MGI:1889549]
ENSMUSG00000064373	236.803872552162	-4.04663061927934	0.187871359821375	-21.5393694021633	6.66073454967081e-103	2.82473064336909e-100	Sepp1	selenoprotein P, plasma, 1 [Source:MGI Symbol;Acc:MGI:894288]
ENSMUSG00000066406	485.595498118925	-2.67645908910635	0.124558007367576	-21.4876517830605	2.03127953672723e-102	8.25545858384893e-100	Akap13	A kinase (PRKA) anchor protein 13 [Source:MGI Symbol;Acc:MGI:2676556]
ENSMUSG00000025085	779.453304230477	-2.30768271923123	0.107953259194295	-21.37668409879	2.20232625933878e-101	8.59259613343619e-99	Ablim1	actin-binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1194500]
ENSMUSG00000039997	221.168028279923	-3.83426314051523	0.189030612204185	-20.2838212065545	1.7869517303499e-91	6.70381814532036e-89	Ifi203	interferon activated gene 203 [Source:MGI Symbol;Acc:MGI:96428]
ENSMUSG00000020601	214.99615022542	-3.80535266554144	0.189612597752586	-20.069091983576	1.37493559669161e-89	4.96708215189998e-87	Trib2	tribbles homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2145021]
ENSMUSG00000037266	562.485634994168	-2.34898565884534	0.117493649202448	-19.9924478879527	6.40740671667204e-89	2.23206589694354e-86	Rsrp1	arginine/serine rich protein 1 [Source:MGI Symbol;Acc:MGI:106498]
ENSMUSG00000032035	679.556512756316	-2.46710981599551	0.125433750819594	-19.6686282589432	4.00468331826292e-86	1.3469545202185e-83	Ets1	E26 avian leukemia oncogene 1, 5' domain [Source:MGI Symbol;Acc:MGI:95455]
ENSMUSG00000040940	924.81948182487	-2.2060868696406	0.113256353050489	-19.4787030503899	1.66442550277644e-84	5.41160211802713e-82	Arhgef1	Rho guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol;Acc:MGI:1353510]
ENSMUSG00000078812	992.045887982892	2.07484192860638	0.106586946514879	19.4661916533723	2.12494668580637e-84	6.68604192688882e-82	Eif5a	eukaryotic translation initiation factor 5A [Source:MGI Symbol;Acc:MGI:106248]
ENSMUSG00000024006	346.805335434493	-2.94668108894485	0.153245614344169	-19.2284856017282	2.13780073422505e-82	6.51628386300973e-80	Stk38	serine/threonine kinase 38 [Source:MGI Symbol;Acc:MGI:2442572]
ENSMUSG00000073411	1506.72146032122	-1.79894611259643	0.0939439557538162	-19.1491416149288	9.83952397716095e-82	2.90832475373418e-79	H2-D1	histocompatibility 2, D region locus 1 [Source:MGI Symbol;Acc:MGI:95896]
ENSMUSG00000027203	519.365320163835	2.48052828441755	0.130315331889046	19.0348153855721	8.78013635142272e-81	2.51886617564051e-78	Dut	deoxyuridine triphosphatase [Source:MGI Symbol;Acc:MGI:1346051]
ENSMUSG00000049744	485.234238420211	-2.55748486141641	0.134726760930758	-18.9827532685271	2.3685271152563e-80	6.60074670920283e-78	Arhgap15	Rho GTPase activating protein 15 [Source:MGI Symbol;Acc:MGI:1923367]
ENSMUSG00000002885	189.583730988669	-3.66955135997176	0.193527401002739	-18.961404643262	3.55521377088207e-80	9.63265420032882e-78	Cd97	CD97 antigen [Source:MGI Symbol;Acc:MGI:1347095]
ENSMUSG00000020846	202.926082402687	-3.60218437030703	0.190277589759784	-18.9312066379157	6.31003325687794e-80	1.66346119966452e-77	Fam101b	family with sequence similarity 101, member B [Source:MGI Symbol;Acc:MGI:1923816]
ENSMUSG00000024677	570.015373134364	-2.37962731287088	0.126180442956901	-18.858923436207	2.48222671652034e-79	6.37148405077353e-77	Ms4a6b	membrane-spanning 4-domains, subfamily A, member 6B [Source:MGI Symbol;Acc:MGI:1917024]
ENSMUSG00000044037	233.290941074099	-3.41370720256159	0.181435301789938	-18.8150110198174	5.68966289378926e-79	1.42299927861591e-76	Als2cl	ALS2 C-terminal like [Source:MGI Symbol;Acc:MGI:2447532]
ENSMUSG00000031453	225.857142224067	-3.3284989117153	0.177338074819329	-18.769228859095	1.3482836334655e-78	3.28778964020562e-76	Rasa3	RAS p21 protein activator 3 [Source:MGI Symbol;Acc:MGI:1197013]
ENSMUSG00000018474	478.294285173912	-2.27205550806466	0.121632575975368	-18.6796628275371	7.24754786410372e-78	1.72420931381629e-75	Chd3	chromodomain helicase DNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1344395]
ENSMUSG00000026222	432.254665598311	-3.17033138443706	0.170403115795959	-18.6048909354052	2.93287900237183e-77	6.81126233074639e-75	Sp100	nuclear antigen Sp100 [Source:MGI Symbol;Acc:MGI:109561]
ENSMUSG00000025980	653.142656612729	2.17327219702902	0.117223004039012	18.539639167631	9.88828754844828e-77	2.24303155226894e-74	Hspd1	heat shock protein 1 (chaperonin) [Source:MGI Symbol;Acc:MGI:96242]
ENSMUSG00000027985	848.108612577887	-1.97605236662422	0.106931343736984	-18.4796365365487	3.01203492572079e-76	6.67713378760923e-74	Lef1	lymphoid enhancer binding factor 1 [Source:MGI Symbol;Acc:MGI:96770]
ENSMUSG00000078763	163.113038604577	-4.65316400711369	0.253922703679633	-18.3251199663676	5.21662641797552e-75	1.13073275735407e-72	Slfn1	schlafen 1 [Source:MGI Symbol;Acc:MGI:1313259]
ENSMUSG00000047888	315.73553618639	-2.81543525555004	0.155897129052804	-18.0595709020171	6.63362311603128e-73	1.40661651899498e-70	Tnrc6b	trinucleotide repeat containing 6b [Source:MGI Symbol;Acc:MGI:2443730]
ENSMUSG00000036006	228.185019735463	-3.42481369322204	0.190461462590509	-17.9816622567126	2.71237584890701e-72	5.62904553834872e-70	Fam65b	family with sequence similarity 65, member B [Source:MGI Symbol;Acc:MGI:2444879]
ENSMUSG00000029603	131.839508513765	-4.81424637981705	0.269129576851632	-17.8882099698432	1.45714549772627e-71	2.96104108017126e-69	Dtx1	deltex 1 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1352744]
ENSMUSG00000044167	343.20277494325	-2.45888511981521	0.137524924824882	-17.879559817584	1.70175218365586e-71	3.38752873456719e-69	Foxo1	forkhead box O1 [Source:MGI Symbol;Acc:MGI:1890077]
ENSMUSG00000022661	481.586005347687	2.38332410969806	0.133426593239903	17.8624369537249	2.31315713756575e-71	4.51250694396326e-69	Cd200	CD200 antigen [Source:MGI Symbol;Acc:MGI:1196990]
ENSMUSG00000036478	610.356162269041	-2.55121688271092	0.142929448547253	-17.8494838442441	2.91720063284479e-71	5.57928921034668e-69	Btg1	B cell translocation gene 1, anti-proliferative [Source:MGI Symbol;Acc:MGI:88215]
ENSMUSG00000000244	276.217776635007	-2.7936325004741	0.156867605377842	-17.8088553958937	6.03309781696476e-71	1.13166992512835e-68	Tspan32	tetraspanin 32 [Source:MGI Symbol;Acc:MGI:1350360]
ENSMUSG00000054435	686.323545613109	-2.4345646279165	0.137494432091482	-17.706641577287	3.72655006068466e-70	6.85825835696569e-68	Gimap4	GTPase, IMAP family member 4 [Source:MGI Symbol;Acc:MGI:1349656]
ENSMUSG00000028581	1029.41118492104	-1.86021912549102	0.105793303039989	-17.5835244012363	3.29446542259309e-69	5.9507806911061e-67	Laptm5	lysosomal-associated protein transmembrane 5 [Source:MGI Symbol;Acc:MGI:108046]
ENSMUSG00000042349	221.861021047366	-3.09185924778316	0.176219463179947	-17.5455037258052	6.43794522300726e-69	1.14174032191296e-66	Ikbke	inhibitor of kappaB kinase epsilon [Source:MGI Symbol;Acc:MGI:1929612]
ENSMUSG00000025026	309.793242592614	-2.72764729250088	0.155792554538507	-17.5082005721055	1.24053892023961e-68	2.16075296928877e-66	Add3	adducin 3 (gamma) [Source:MGI Symbol;Acc:MGI:1351615]
ENSMUSG00000097838	148.608987556025	-4.59637945684369	0.262594012566017	-17.5037481316835	1.34143899020764e-68	2.2955080544711e-66	C530050E15Rik	RIKEN cDNA C530050E15 gene [Source:MGI Symbol;Acc:MGI:2444135]
ENSMUSG00000022587	930.324836934384	-1.7198874134613	0.0990392146992841	-17.3657214335095	1.50002570690263e-67	2.52262943881522e-65	Ly6e	lymphocyte antigen 6 complex, locus E [Source:MGI Symbol;Acc:MGI:106651]
ENSMUSG00000064341	15710.7621411225	1.3766630481775	0.0795619933231621	17.3030236005503	4.46336570819404e-67	7.37892696910588e-65	mt-Nd1	mitochondrially encoded NADH dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:101787]
ENSMUSG00000031532	344.452574289279	-2.38356676121097	0.139002272587691	-17.1476819539571	6.54100722997775e-66	1.06334974202005e-63	Saraf	store-operated calcium entry-associated regulatory factor [Source:MGI Symbol;Acc:MGI:1915137]
ENSMUSG00000047867	589.891710287683	-2.04836039016502	0.119932980447334	-17.0792085923731	2.11974432102188e-65	3.38950591922089e-63	Gimap6	GTPase, IMAP family member 6 [Source:MGI Symbol;Acc:MGI:1918876]
ENSMUSG00000020134	462.546310433529	-2.13710858629872	0.125318770726956	-17.0533797443246	3.29894071305989e-65	5.14200723391348e-63	Peli1	pellino 1 [Source:MGI Symbol;Acc:MGI:1914495]
ENSMUSG00000040746	263.020779945597	-2.7058891797849	0.158675375921058	-17.0529873591167	3.32116522182232e-65	5.14200723391348e-63	Rnf167	ring finger protein 167 [Source:MGI Symbol;Acc:MGI:1917760]
ENSMUSG00000020297	179.858051743957	-3.50111720020162	0.205684168935857	-17.0218117335684	5.65921233844004e-65	8.62499330455378e-63	Nsg2	neuron specific gene family member 2 [Source:MGI Symbol;Acc:MGI:1202070]
ENSMUSG00000055675	315.529564110272	-2.59956034844517	0.154277686022193	-16.8498790425936	1.05129475247604e-63	1.57758907933097e-61	Kbtbd11	kelch repeat and BTB (POZ) domain containing 11 [Source:MGI Symbol;Acc:MGI:1922151]
ENSMUSG00000027009	140.859588090066	-3.77094608195088	0.224340721068685	-16.809012933485	2.09632933141291e-63	3.09812065130326e-61	Itga4	integrin alpha 4 [Source:MGI Symbol;Acc:MGI:96603]
ENSMUSG00000001525	2954.8358848276	1.51630468305845	0.0902398050254015	16.8030580588204	2.31779795278568e-63	3.3742986912644e-61	Tubb5	tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]
ENSMUSG00000058799	864.119106700932	1.76117794659359	0.104985161575607	16.7754939856453	3.68779503943234e-63	5.28981659038574e-61	Nap1l1	nucleosome assembly protein 1-like 1 [Source:MGI Symbol;Acc:MGI:1855693]
ENSMUSG00000029075	388.200627275334	2.60248718260482	0.155493891039124	16.7369095030878	7.05576268186837e-63	9.97418973897741e-61	Tnfrsf4	tumor necrosis factor receptor superfamily, member 4 [Source:MGI Symbol;Acc:MGI:104512]
ENSMUSG00000041642	213.677220129437	-3.44962291155754	0.20663066248099	-16.6946322009441	1.43400135436045e-62	1.99817845863312e-60	Kif21b	kinesin family member 21B [Source:MGI Symbol;Acc:MGI:109234]
ENSMUSG00000036944	120.198211201923	-4.76376072717957	0.285432410609947	-16.6896279122605	1.55939606600382e-62	2.14230270814102e-60	Tmem71	transmembrane protein 71 [Source:MGI Symbol;Acc:MGI:2146049]
ENSMUSG00000030336	332.795993120145	-2.37412222550793	0.142383983565623	-16.6740820565238	2.02295161825618e-62	2.74053751173205e-60	Cd27	CD27 antigen [Source:MGI Symbol;Acc:MGI:88326]
ENSMUSG00000055148	389.962865978234	-5.31626757837531	0.318971933555286	-16.6668820015598	2.28191471899407e-62	3.04901317384495e-60	Klf2	Kruppel-like factor 2 (lung) [Source:MGI Symbol;Acc:MGI:1342772]
ENSMUSG00000092274	192.955243648534	-3.36237981881504	0.20289696098994	-16.5718589495372	1.1133016321658e-61	1.46745190812773e-59	Neat1	nuclear paraspeckle assembly transcript 1 (non-protein coding) [Source:MGI Symbol;Acc:MGI:1914211]
ENSMUSG00000045165	162.556836527892	-3.30236690845376	0.199608027309889	-16.5442590308599	1.76118352340502e-61	2.29047787830567e-59	AI467606	expressed sequence AI467606 [Source:MGI Symbol;Acc:MGI:2141979]
ENSMUSG00000090272	222.046404603838	-2.84924694490544	0.173026585647221	-16.4671049494942	6.3224543044818e-61	8.11437095867309e-59	Mndal	myeloid nuclear differentiation antigen like [Source:MGI Symbol;Acc:MGI:3780953]
ENSMUSG00000028530	726.257220043613	-1.82308102636665	0.110765411005089	-16.4589379466384	7.23589098652553e-61	9.16608840033377e-59	Jak1	Janus kinase 1 [Source:MGI Symbol;Acc:MGI:96628]
ENSMUSG00000053541	129.995020720346	-4.28819702184976	0.26228619610956	-16.3493050166412	4.39969322294834e-60	5.43222882235926e-58	Gm4759	predicted gene 4759 [Source:MGI Symbol;Acc:MGI:3647753]
ENSMUSG00000024975	279.845732028725	-2.82912596047164	0.17303768849529	-16.3497674123672	4.36643456308943e-60	5.43222882235926e-58	Pdcd4	programmed cell death 4 [Source:MGI Symbol;Acc:MGI:107490]
ENSMUSG00000004568	145.903053512895	-4.21044258549536	0.257860152630046	-16.3283956150298	6.19932690305311e-60	7.5585293265475e-58	Arhgef18	rho/rac guanine nucleotide exchange factor (GEF) 18 [Source:MGI Symbol;Acc:MGI:2142567]
ENSMUSG00000052142	386.019059233085	-2.09742450465359	0.12851307827026	-16.3207086226878	7.0314633718943e-60	8.46727083079716e-58	Rasal3	RAS protein activator like 3 [Source:MGI Symbol;Acc:MGI:2444128]
ENSMUSG00000044770	133.736380483256	-4.72312844119429	0.291378393168195	-16.2096042532155	4.31337154111302e-59	5.1308080502459e-57	Scml4	sex comb on midleg-like 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:2446140]
ENSMUSG00000002028	513.388906714607	-1.96481673336403	0.12122056979972	-16.208608296515	4.38383718997675e-59	5.15180095795581e-57	Kmt2a	lysine (K)-specific methyltransferase 2A [Source:MGI Symbol;Acc:MGI:96995]
ENSMUSG00000020143	601.076988825086	-1.85031184043912	0.115035351238348	-16.0847237003289	3.2650570934577e-58	3.79135320114123e-56	Dock2	dedicator of cyto-kinesis 2 [Source:MGI Symbol;Acc:MGI:2149010]
ENSMUSG00000030189	509.627583251279	2.08653164949416	0.13132462191809	15.8883507069648	7.63090017064717e-57	8.75668238405794e-55	Ybx3	Y box protein 3 [Source:MGI Symbol;Acc:MGI:2137670]
ENSMUSG00000079017	222.558768558504	-2.98961119424973	0.188547918902473	-15.8559755612901	1.27827074016683e-56	1.44979683716131e-54	Ifi27l2a	interferon, alpha-inducible protein 27 like 2A [Source:MGI Symbol;Acc:MGI:1924183]
ENSMUSG00000026355	445.955145387179	2.2942751481811	0.144821910605925	15.8420444709092	1.59547946513205e-56	1.78877088539058e-54	Mcm6	minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1298227]
ENSMUSG00000021356	682.101124953005	2.32016099637838	0.146499674775893	15.8373115839857	1.72019587450399e-56	1.90668074544454e-54	Irf4	interferon regulatory factor 4 [Source:MGI Symbol;Acc:MGI:1096873]
ENSMUSG00000020649	249.111450045222	2.98740154353327	0.189557310426157	15.7598856874318	5.87391369523901e-56	6.43754541386082e-54	Rrm2	ribonucleotide reductase M2 [Source:MGI Symbol;Acc:MGI:98181]
ENSMUSG00000026770	244.578555861562	2.93959500288316	0.188102812963426	15.6275972515877	4.72278600587307e-55	5.11845052236511e-53	Il2ra	interleukin 2 receptor, alpha chain [Source:MGI Symbol;Acc:MGI:96549]
ENSMUSG00000001248	427.762242443637	-2.20523829810712	0.141190412106544	-15.6188955411719	5.41352442622096e-55	5.80258431355596e-53	Gramd1a	GRAM domain containing 1A [Source:MGI Symbol;Acc:MGI:105490]
ENSMUSG00000030287	173.114746320029	-2.88190752345525	0.186010884239635	-15.493219846977	3.85490785556353e-54	4.08704035034421e-52	Itpr2	inositol 1,4,5-triphosphate receptor 2 [Source:MGI Symbol;Acc:MGI:99418]
ENSMUSG00000071068	115.36917344097	-4.2067412753895	0.271677455415378	-15.4843222782606	4.42703150228853e-54	4.64314680358305e-52	Treml2	triggering receptor expressed on myeloid cells-like 2 [Source:MGI Symbol;Acc:MGI:2147038]
ENSMUSG00000052040	246.202934675666	-2.56685586832782	0.165900411691977	-15.472269430492	5.33911088355389e-54	5.54017952746645e-52	Klf13	Kruppel-like factor 13 [Source:MGI Symbol;Acc:MGI:1354948]
ENSMUSG00000048251	804.511047837649	-1.7429689378092	0.112845705142249	-15.4455939250153	8.07800857959427e-54	8.29398901951185e-52	Bcl11b	B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913]
ENSMUSG00000060802	3168.22413863693	-1.2295898205938	0.0796535517729877	-15.4367230741716	9.26914707406261e-54	9.41783964170903e-52	B2m	beta-2 microglobulin [Source:MGI Symbol;Acc:MGI:88127]
ENSMUSG00000006442	443.732793256941	2.14635786314558	0.139095136554133	15.4308620439095	1.0150529999644e-53	1.02070381047967e-51	Srm	spermidine synthase [Source:MGI Symbol;Acc:MGI:102690]
ENSMUSG00000016756	122.014637734443	-3.53229007290545	0.229099576796398	-15.4181431598392	1.23607506257297e-53	1.23027307758538e-51	Cmah	cytidine monophospho-N-acetylneuraminic acid hydroxylase [Source:MGI Symbol;Acc:MGI:103227]
ENSMUSG00000057058	318.844913678093	-2.33364908793445	0.151431021240894	-15.4106408899014	1.38828158106541e-53	1.36780793350627e-51	Skap1	src family associated phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1925723]
ENSMUSG00000032440	174.987064283103	-2.91674132043688	0.189281350961509	-15.4095546424434	1.41181455721134e-53	1.37708391910394e-51	Tgfbr2	transforming growth factor, beta receptor II [Source:MGI Symbol;Acc:MGI:98729]
ENSMUSG00000045092	243.317078249702	-6.35001551309239	0.412174069894559	-15.4061499179627	1.48818080631685e-53	1.43719956285293e-51	S1pr1	sphingosine-1-phosphate receptor 1 [Source:MGI Symbol;Acc:MGI:1096355]
ENSMUSG00000066258	124.83120536817	-3.51233782214489	0.228401012993044	-15.377943276687	2.30142792932523e-53	2.20079686496453e-51	Trim12a	tripartite motif-containing 12A [Source:MGI Symbol;Acc:MGI:1923931]
ENSMUSG00000028367	650.63436193302	1.80314022173468	0.117719880794742	15.3172107341721	5.86822017765554e-53	5.55714753522837e-51	Txn1	thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]
ENSMUSG00000020423	201.21602710123	-3.03063891955274	0.197945051490905	-15.3105061062463	6.5055734409994e-53	6.10147724456809e-51	Btg2	B cell translocation gene 2, anti-proliferative [Source:MGI Symbol;Acc:MGI:108384]
ENSMUSG00000022108	348.477702687032	-2.06914235163586	0.135774156451413	-15.2395890772947	1.93080858695642e-52	1.79362923401646e-50	Itm2b	integral membrane protein 2B [Source:MGI Symbol;Acc:MGI:1309517]
ENSMUSG00000026832	625.999612145738	-1.80808427989171	0.119222176575386	-15.1656707823014	5.96859989606597e-52	5.49223805530448e-50	Cytip	cytohesin 1 interacting protein [Source:MGI Symbol;Acc:MGI:2183535]
ENSMUSG00000050592	197.344981336424	-2.73886879448909	0.181195234356209	-15.1155674939264	1.27864769237511e-51	1.16560089639503e-49	Fam78a	family with sequence similarity 78, member A [Source:MGI Symbol;Acc:MGI:2443569]
ENSMUSG00000001588	273.776311246244	-2.21604865810495	0.146992068353495	-15.0759743905071	2.33052069186818e-51	2.10480544708169e-49	Acap1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 [Source:MGI Symbol;Acc:MGI:2388270]
ENSMUSG00000028634	465.509306566134	2.19298457690751	0.145501728604736	15.0718798871791	2.47956030638487e-51	2.21886525031908e-49	Hivep3	human immunodeficiency virus type I enhancer binding protein 3 [Source:MGI Symbol;Acc:MGI:106589]
ENSMUSG00000039157	212.434880238029	-2.58303479236202	0.171952503394919	-15.0217923052253	5.28588938431007e-51	4.68714227768731e-49	Fam102a	family with sequence similarity 102, member A [Source:MGI Symbol;Acc:MGI:2138935]
ENSMUSG00000042613	161.446555995004	-3.15087277459173	0.210220443151442	-14.9884222835638	8.74048978203615e-51	7.68060696702528e-49	Pbxip1	pre B cell leukemia transcription factor interacting protein 1 [Source:MGI Symbol;Acc:MGI:2441670]
ENSMUSG00000040204	265.254394471501	2.71382590104767	0.181741054794256	14.9323767495457	2.02903076859479e-50	1.76706840329229e-48	2810417H13Rik	RIKEN cDNA 2810417H13 gene [Source:MGI Symbol;Acc:MGI:1915276]
ENSMUSG00000064262	168.190780756266	-2.85195862190881	0.191811682702817	-14.8685345007242	5.27555378212197e-50	4.55378332662103e-48	Gimap8	GTPase, IMAP family member 8 [Source:MGI Symbol;Acc:MGI:2685303]
ENSMUSG00000005732	652.183694131852	1.90557724517948	0.128486548631179	14.8309474064048	9.2419322330537e-50	7.90752692993033e-48	Ranbp1	RAN binding protein 1 [Source:MGI Symbol;Acc:MGI:96269]
ENSMUSG00000006782	167.29063206847	-2.9077278966231	0.196561572485219	-14.7929621230608	1.62635908479536e-49	1.37943534896469e-47	Cnp	2',3'-cyclic nucleotide 3' phosphodiesterase [Source:MGI Symbol;Acc:MGI:88437]
ENSMUSG00000001056	366.376496607154	2.2412473135872	0.151936735730987	14.7511877414259	3.02297277125411e-49	2.54190313886316e-47	Nhp2	NHP2 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1098547]
ENSMUSG00000018446	579.18766569937	2.08124948066939	0.141670412919764	14.6907843195751	7.38539822599063e-49	6.15702344412928e-47	C1qbp	complement component 1, q subcomponent binding protein [Source:MGI Symbol;Acc:MGI:1194505]
ENSMUSG00000000409	944.164423566202	-1.50648271111617	0.102608302150898	-14.6818793366321	8.42233597234192e-49	6.96198856561213e-47	Lck	lymphocyte protein tyrosine kinase [Source:MGI Symbol;Acc:MGI:96756]
ENSMUSG00000085603	96.474221264119	-4.4290422424508	0.303468722396305	-14.5947239882825	3.03438276856292e-48	2.48717390962712e-46	Gm11346	predicted gene 11346 [Source:MGI Symbol;Acc:MGI:1923274]
ENSMUSG00000040212	219.055434835364	-2.50881814338632	0.172101964232901	-14.5775102252245	3.90500592957302e-48	3.17411898642127e-46	Emp3	epithelial membrane protein 3 [Source:MGI Symbol;Acc:MGI:1098729]
ENSMUSG00000001348	126.366122309645	-3.26551981028586	0.22432071250608	-14.557370890115	5.24359654243216e-48	4.22694551032093e-46	Acp5	acid phosphatase 5, tartrate resistant [Source:MGI Symbol;Acc:MGI:87883]
ENSMUSG00000034868	285.878197796675	-2.18118995709909	0.150739625100964	-14.4699176187957	1.87696837890088e-47	1.50065160391796e-45	Myl12b	myosin, light chain 12B, regulatory [Source:MGI Symbol;Acc:MGI:107494]
ENSMUSG00000078821	89.1950585608448	-4.30046143347982	0.297498996874591	-14.4553812908911	2.31842350670685e-47	1.83852868979013e-45	NA	NA
ENSMUSG00000048163	243.570877908455	-2.25958069126721	0.156882846583247	-14.4029812084536	4.95588214052642e-47	3.89836083860441e-45	Selplg	selectin, platelet (p-selectin) ligand [Source:MGI Symbol;Acc:MGI:106689]
