baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	description
ENSMUSG00000020936	282.790405598659	-0.32538176909243	0.0951790664853421	-3.41862744727109	0.000629378354437285	0.026908685083573	Nmt1	N-myristoyltransferase 1 [Source:MGI Symbol;Acc:MGI:102579]
ENSMUSG00000030615	208.105543150052	-0.344935112140215	0.101260882295321	-3.40640042157873	0.000658255581170539	0.0270174443932518	Tmem126a	transmembrane protein 126A [Source:MGI Symbol;Acc:MGI:1913521]
ENSMUSG00000032249	283.595915777207	-0.321209607427118	0.094349070653596	-3.40448088361615	0.000662899399978338	0.0270174443932518	Anp32a	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A [Source:MGI Symbol;Acc:MGI:108447]
ENSMUSG00000034647	261.916633816648	-0.353158930245589	0.1037621699761	-3.40354225751961	0.000665181232496967	0.0270174443932518	Ankrd12	ankyrin repeat domain 12 [Source:MGI Symbol;Acc:MGI:1914357]
ENSMUSG00000002748	684.211512410526	-0.244662905223924	0.0729796708575315	-3.35248025030897	0.000800909554480255	0.0319969931847276	Baz1b	bromodomain adjacent to zinc finger domain, 1B [Source:MGI Symbol;Acc:MGI:1353499]
ENSMUSG00000040111	547.555863376107	-0.254975277397102	0.0762450213714079	-3.3441564158669	0.00082533190198302	0.032440868469881	Gramd1b	GRAM domain containing 1B [Source:MGI Symbol;Acc:MGI:1925037]
ENSMUSG00000026915	237.033408363548	-0.324268343598245	0.0972674952545269	-3.33377910832091	0.000856746668714193	0.0326233067446326	Strbp	spermatid perinuclear RNA binding protein [Source:MGI Symbol;Acc:MGI:104626]
ENSMUSG00000059534	611.057849576983	-0.252470803681341	0.0757198590493509	-3.3342746123813	0.000855221787146753	0.0326233067446326	Uqcr10	ubiquinol-cytochrome c reductase, complex III subunit X [Source:MGI Symbol;Acc:MGI:1913402]
ENSMUSG00000029014	689.009519252039	-0.231716028956404	0.0699779030886564	-3.31127425557234	0.000928721389319383	0.0348199080887898	Dnajc2	DnaJ (Hsp40) homolog, subfamily C, member 2 [Source:MGI Symbol;Acc:MGI:99470]
ENSMUSG00000025393	2189.32886244692	-0.172798455554326	0.052467026381034	-3.29346767814518	0.000989597187589579	0.0365401264569061	Atp5b	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit [Source:MGI Symbol;Acc:MGI:107801]
ENSMUSG00000074151	229.408889439018	0.33886710397297	0.103901132059495	3.26143803494778	0.0011084865693623	0.0398166855536682	Nlrc5	NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191]
ENSMUSG00000018501	665.398497472371	-0.244518771753998	0.0749875184332894	-3.26079295411712	0.00111101133264236	0.0398166855536682	Ncor1	nuclear receptor co-repressor 1 [Source:MGI Symbol;Acc:MGI:1349717]
ENSMUSG00000028634	1201.91972110876	-0.216866716524615	0.0669179701564018	-3.24078444127564	0.00119201283973998	0.0421005114557439	Hivep3	human immunodeficiency virus type I enhancer binding protein 3 [Source:MGI Symbol;Acc:MGI:106589]
ENSMUSG00000063229	2845.75002795167	0.15886090996072	0.0492732613753819	3.22407946067257	0.00126378326885778	0.0423503411326328	Ldha	lactate dehydrogenase A [Source:MGI Symbol;Acc:MGI:96759]
ENSMUSG00000020863	905.667338933842	-0.224628516822091	0.06953883392102	-3.23026004544766	0.00123677671709843	0.0423503411326328	Luc7l3	LUC7-like 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914934]
ENSMUSG00000022551	587.11227923656	-0.239230522453514	0.0742262627923847	-3.22299026589357	0.00126859864697669	0.0423503411326328	Cyc1	cytochrome c-1 [Source:MGI Symbol;Acc:MGI:1913695]
ENSMUSG00000068227	196.977369166743	0.364913388504377	0.113113330992651	3.22608648602246	0.00125495429221673	0.0423503411326328	Il2rb	interleukin 2 receptor, beta chain [Source:MGI Symbol;Acc:MGI:96550]
ENSMUSG00000025203	283.014242180983	0.300811410785663	0.0937548164059838	3.20849021220486	0.00133433850872257	0.0439430127804988	Scd2	stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240]
ENSMUSG00000006589	651.12583005514	0.242843883791016	0.0764498400312025	3.17651264792577	0.00149057289717668	0.0477963967160471	Aprt	adenine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:88061]
ENSMUSG00000096727	228.754115637506	0.335273680924544	0.105517722576079	3.17741581925075	0.00148593820237799	0.0477963967160471	Psmb9	proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2) [Source:MGI Symbol;Acc:MGI:1346526]
ENSMUSG00000027665	210.913191952861	-0.321368414861965	0.10198339213539	-3.15118381662895	0.00162610116791961	0.0508832578457231	Pik3ca	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1206581]
ENSMUSG00000033294	453.47440248195	0.256153945592738	0.0812997267720015	3.15073562683797	0.00162859832251391	0.0508832578457231	Noc4l	nucleolar complex associated 4 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2140843]
ENSMUSG00000031633	779.23407004753	-0.229918093122051	0.0732638202824544	-3.1382214609564	0.00169976399228384	0.0524344917619712	Slc25a4	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4 [Source:MGI Symbol;Acc:MGI:1353495]
ENSMUSG00000024081	262.661104718027	-0.310813158733157	0.0994627018941905	-3.12492173260891	0.00177852374457967	0.0541782795692581	Cebpz	CCAAT/enhancer binding protein zeta [Source:MGI Symbol;Acc:MGI:109386]
ENSMUSG00000036499	402.799423551964	-0.262979658173626	0.0854870957541803	-3.07624976440689	0.00209622172018809	0.0630678065691156	Eea1	early endosome antigen 1 [Source:MGI Symbol;Acc:MGI:2442192]
ENSMUSG00000060802	3191.92820309718	0.16615616910064	0.0541492693697561	3.06848404483631	0.00215147816904493	0.0639408816824695	B2m	beta-2 microglobulin [Source:MGI Symbol;Acc:MGI:88127]
ENSMUSG00000027406	302.053423452457	-0.28170912178955	0.092471820310517	-3.04643210054242	0.00231574775680147	0.0641304236741497	Idh3b	isocitrate dehydrogenase 3 (NAD+) beta [Source:MGI Symbol;Acc:MGI:2158650]
ENSMUSG00000070544	1223.34870957394	-0.217748960932728	0.0714392444672733	-3.04803000866673	0.00230346923416172	0.0641304236741497	Top1	topoisomerase (DNA) I [Source:MGI Symbol;Acc:MGI:98788]
ENSMUSG00000016427	413.529605352258	-0.252727624554707	0.0826266707255326	-3.05866885759215	0.00222322747307615	0.0641304236741497	Ndufa1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1 [Source:MGI Symbol;Acc:MGI:1929511]
ENSMUSG00000030127	214.837114668879	0.314156581043015	0.103113237483205	3.04671435705997	0.0023135745133064	0.0641304236741497	Cops7a	COP9 (constitutive photomorphogenic) homolog, subunit 7a (Arabidopsis thaliana) [Source:MGI Symbol;Acc:MGI:1349400]
ENSMUSG00000097195	483.328641579979	0.246631068359225	0.0808812846222559	3.04929712122006	0.00229377500819589	0.0641304236741497	Snhg5	small nucleolar RNA host gene 5 [Source:MGI Symbol;Acc:MGI:1919905]
ENSMUSG00000021290	670.689488300926	-0.225872528765554	0.0737771938160154	-3.06154947189821	0.00220194601160439	0.0641304236741497	2010107E04Rik	RIKEN cDNA 2010107E04 gene [Source:MGI Symbol;Acc:MGI:1917507]
ENSMUSG00000000184	2637.64199160106	-0.195054635067134	0.0644313529259064	-3.02732483813337	0.00246728661444021	0.0672733424372072	Ccnd2	cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]
ENSMUSG00000035021	455.829917617027	-0.241928399302149	0.0799702732970619	-3.02522911736801	0.00248444842812829	0.0672733424372072	Baz1a	bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478]
ENSMUSG00000000168	174.18667173643	-0.333259595446298	0.110539607661075	-3.01484329913765	0.00257112055279799	0.0688551734853703	Dlat	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex) [Source:MGI Symbol;Acc:MGI:2385311]
ENSMUSG00000035227	392.467288056537	0.25951178516671	0.0862119547579529	3.01016008621206	0.00261110027891683	0.0691657758665252	Spcs2	signal peptidase complex subunit 2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913874]
ENSMUSG00000057110	276.740756320339	-0.282320423261415	0.0939437534490743	-3.0052069764751	0.00265400181570765	0.0695462626331135	Cntrl	centriolin [Source:MGI Symbol;Acc:MGI:1889576]
ENSMUSG00000020089	708.700967066889	0.20675523571732	0.0693180012184467	2.98270625354239	0.00285712065960002	0.0740723728451622	Ppa1	pyrophosphatase (inorganic) 1 [Source:MGI Symbol;Acc:MGI:97831]
ENSMUSG00000031370	198.0479871337	-0.308961924804862	0.103958817198849	-2.97196460223177	0.00295900797392227	0.0743412621901914	Zrsr2	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2 [Source:MGI Symbol;Acc:MGI:103287]
ENSMUSG00000030016	172.470291583437	-0.322198238401652	0.108285991878442	-2.97543784576807	0.00292570631285147	0.0743412621901914	Zfml	zinc finger, matrin-like [Source:MGI Symbol;Acc:MGI:1203484]
ENSMUSG00000000078	204.998681449837	0.307424204569707	0.103410719110115	2.97284659864277	0.00295051873492265	0.0743412621901914	Klf6	Kruppel-like factor 6 [Source:MGI Symbol;Acc:MGI:1346318]
ENSMUSG00000038690	707.6521701252	-0.207855604706827	0.0704958893814068	-2.94847836562863	0.00319342490567466	0.0794120050523382	Atp5j2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2 [Source:MGI Symbol;Acc:MGI:1927558]
ENSMUSG00000021270	984.629380525589	-0.217555478218547	0.0740461259163024	-2.93810750429346	0.00330222494498261	0.0804752219092262	Hsp90aa1	heat shock protein 90, alpha (cytosolic), class A member 1 [Source:MGI Symbol;Acc:MGI:96250]
ENSMUSG00000022477	302.988246868552	-0.278074554732602	0.0946325097433058	-2.93846750431633	0.00329839233490091	0.0804752219092262	Aco2	aconitase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:87880]
ENSMUSG00000019942	494.399776915879	0.233791364593994	0.0800356758674574	2.92108940244551	0.00348809716852595	0.0835302284352385	Cdk1	cyclin-dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351]
ENSMUSG00000032020	235.944584579998	-0.303132872422211	0.10379939780071	-2.92037216828764	0.00349613594599685	0.0835302284352385	Ubash3b	ubiquitin associated and SH3 domain containing, B [Source:MGI Symbol;Acc:MGI:1920078]
ENSMUSG00000045624	358.781175318533	-0.247326726743511	0.0855396861247126	-2.89136818181588	0.00383568464285753	0.0907530434431437	Esf1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913830]
ENSMUSG00000024491	246.334890641404	-0.283147984003106	0.0980532287660203	-2.88769668848711	0.00388073890948048	0.0909361607923454	Rbm27	RNA binding motif protein 27 [Source:MGI Symbol;Acc:MGI:2147194]
ENSMUSG00000032621	346.337404201997	-0.259751352657748	0.0907422948708405	-2.86251690049793	0.00420290845239295	0.0975475037950631	Srek1	splicing regulatory glutamine/lysine-rich protein 1 [Source:MGI Symbol;Acc:MGI:2145245]
ENSMUSG00000027642	439.582249772617	0.23178416898171	0.0813187254272464	2.85031728871698	0.00436756357855838	0.0998505940320151	Rpn2	ribophorin II [Source:MGI Symbol;Acc:MGI:98085]
ENSMUSG00000020572	249.642877687597	0.278027151352264	0.0975836422410155	2.84911635769428	0.00438408435019516	0.0998505940320151	Nampt	nicotinamide phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:1929865]
ENSMUSG00000067274	2816.94065926597	0.153455649916671	0.0540177244615642	2.84083884403278	0.00449950439582372	0.100599011124976	Rplp0	ribosomal protein, large, P0 [Source:MGI Symbol;Acc:MGI:1927636]
ENSMUSG00000022141	287.898752390854	-0.293566825796998	0.103233696149991	-2.84371127592357	0.00445914349071055	0.100599011124976	Nipbl	Nipped-B homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1913976]
ENSMUSG00000030695	1400.49265340682	-0.16451164054066	0.0582404797867632	-2.82469583257193	0.00473255183418653	0.104847534726478	Aldoa	aldolase A, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87994]
ENSMUSG00000003037	235.084008259679	-0.274138183793177	0.0980906552048188	-2.79474312023669	0.00519409692099443	0.114036163932103	Rab8a	RAB8A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:96960]
ENSMUSG00000009863	357.69573233268	-0.254579568021823	0.0914599319367919	-2.78350926608783	0.00537743264388872	0.117007172796043	Sdhb	succinate dehydrogenase complex, subunit B, iron sulfur (Ip) [Source:MGI Symbol;Acc:MGI:1914930]
ENSMUSG00000039219	202.772532710822	-0.30953455805353	0.111342239295217	-2.7800281367866	0.0054354188715074	0.117222263627111	Arid4b	AT rich interactive domain 4B (RBP1-like) [Source:MGI Symbol;Acc:MGI:2137512]
ENSMUSG00000010554	250.054181167221	-0.270187394193374	0.0974641821432752	-2.7721711530518	0.00556837501715528	0.119036227340416	Mettl16	methyltransferase like 16 [Source:MGI Symbol;Acc:MGI:1914743]
ENSMUSG00000029632	868.611153547859	-0.199027266950489	0.0721309679943965	-2.75924852368473	0.00579344575088809	0.12067202816166	Ndufa4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4 [Source:MGI Symbol;Acc:MGI:107686]
ENSMUSG00000008398	188.709972316592	-0.305370661358855	0.110603206301926	-2.76095668081493	0.0057632320156193	0.12067202816166	Elk3	ELK3, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101762]
ENSMUSG00000007850	510.661385959819	0.216546106878568	0.07847268440799	2.7595093568192	0.00578882293754035	0.12067202816166	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1 [Source:MGI Symbol;Acc:MGI:1891925]
ENSMUSG00000028394	257.230910103134	0.274759205209276	0.0997536226456814	2.75437821626993	0.00588037699687051	0.121297163610768	Pole3	polymerase (DNA directed), epsilon 3 (p17 subunit) [Source:MGI Symbol;Acc:MGI:1933378]
ENSMUSG00000034610	190.664498561287	-0.306245026779306	0.111280343295327	-2.75201367744313	0.00592300470647575	0.121297163610768	Zcchc11	zinc finger, CCHC domain containing 11 [Source:MGI Symbol;Acc:MGI:2445126]
ENSMUSG00000021500	502.248956011012	-0.222855160417031	0.0812727532732329	-2.74206485496817	0.00610542854420747	0.123991078018613	Ddx46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 [Source:MGI Symbol;Acc:MGI:1920895]
ENSMUSG00000058503	190.600304093494	-0.290259987900521	0.106972398961968	-2.7134101012703	0.00665946347163453	0.134124896532011	Fam133b	family with sequence similarity 133, member B [Source:MGI Symbol;Acc:MGI:1915402]
ENSMUSG00000040945	1266.88895356461	0.160520090536822	0.0601608164632911	2.66818337870743	0.00762626210380698	0.150560486584182	Rcc2	regulator of chromosome condensation 2 [Source:MGI Symbol;Acc:MGI:1919784]
