"id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"entrezgene"	"description"
"ENSMUSG00000015854"	11002.0893462487	-6.19849218841684	0.33297081269628	-18.6157223157899	2.39607151796478e-77	1.65275688705837e-74	"Cd5l"	"11801"	"CD5 antigen-like"
"ENSMUSG00000031443"	127.624877858417	-5.44727097851348	0.292734175376527	-18.6082508866858	2.75464289412616e-77	1.83223104500735e-74	"F7"	"14068"	"coagulation factor VII"
"ENSMUSG00000032122"	684.899013419429	-4.14620537196237	0.222856181761622	-18.6048479301209	2.93523330662682e-77	1.88502707250407e-74	"Slc37a2"	"56857"	"solute carrier family 37 (glycerol-3-phosphate transporter), member 2"
"ENSMUSG00000027533"	7330.94242757621	-4.06503882772045	0.219703777132411	-18.5023620475607	1.97620152262176e-76	1.22682590524359e-73	"Fabp5"	"16592"	"fatty acid binding protein 5, epidermal"
"ENSMUSG00000042684"	372.471744066674	-4.1962937754293	0.227474509238348	-18.4473143363612	5.48017225682543e-76	3.29234606810054e-73	"Npl"	"74091"	"N-acetylneuraminate pyruvate lyase"
"ENSMUSG00000001128"	834.384033401291	-3.08184556622896	0.167917692550022	-18.3533105977554	3.10597813468085e-75	1.80767927438426e-72	"Cfp"	"18636"	"complement factor properdin"
"ENSMUSG00000042228"	1042.66557317397	-2.14118864040936	0.117577914907313	-18.2108063584667	4.23660933967451e-74	2.39098825279085e-71	"Lyn"	"17096"	"Yamaguchi sarcoma viral (v-yes-1) oncogene homolog"
"ENSMUSG00000020901"	483.630325615104	-4.22612755045027	0.232484250099603	-18.1781241036314	7.69203207449985e-74	4.21342368692604e-71	"Pik3r5"	"320207"	"phosphoinositide-3-kinase, regulatory subunit 5, p101"
"ENSMUSG00000079293"	4493.54938090532	-4.40418565537855	0.242543386015554	-18.1583415970622	1.10306805931311e-73	5.86958272475637e-71	"Clec7a"	"56644"	"C-type lectin domain family 7, member a"
"ENSMUSG00000039936"	460.48646558845	-2.56905249741293	0.14163042851485	-18.1391281827801	1.56493914099182e-73	8.09595182273102e-71	"Pik3cd"	"18707"	"phosphatidylinositol 3-kinase catalytic delta polypeptide"
"ENSMUSG00000030789"	1968.00615776163	-3.70393169358413	0.204443121783458	-18.1171744066169	2.33271326935738e-73	1.17417437644627e-70	"Itgax"	"16411"	"integrin alpha X"
"ENSMUSG00000031444"	137.555059667936	-4.22244242930419	0.233202687622934	-18.1063197527614	2.84119445025215e-73	1.39248435372358e-70	"F10"	"14058"	"coagulation factor X"
"ENSMUSG00000020120"	2080.02177903869	-3.7380916452567	0.206870969052643	-18.069677260058	5.52358712499781e-73	2.63772529784511e-70	"Plek"	"56193"	"pleckstrin"
"ENSMUSG00000031438"	409.347505609728	-5.26538214366728	0.291674600306659	-18.0522477381692	7.57444924779609e-73	3.52666356977386e-70	"Rnf128"	"66889"	"ring finger protein 128"
"ENSMUSG00000072596"	623.486091824021	-4.19212761159797	0.23248185503677	-18.0320636676567	1.09141131077369e-72	4.95766932971934e-70	"Ear2"	"13587"	"eosinophil-associated, ribonuclease A family, member 2"
"ENSMUSG00000031827"	1747.76533917487	-3.62848830415422	0.201711740113642	-17.9884834770151	2.39831844066653e-72	1.06348291997556e-69	"Cotl1"	"72042"	"coactosin-like 1 (Dictyostelium)"
"ENSMUSG00000031838"	814.132958541172	-2.77107522787171	0.154392269104747	-17.9482770992353	4.95023621701437e-72	2.14402789082967e-69	"Ifi30"	"65972"	"interferon gamma inducible protein 30"
"ENSMUSG00000046805"	6977.75177518606	-4.04705014234621	0.226860736192816	-17.8393591163633	3.49683495458759e-71	1.48011486805089e-68	"Mpeg1"	"17476"	"macrophage expressed gene 1"
"ENSMUSG00000021190"	8381.04879837155	-2.66715916711191	0.149776301902496	-17.8076179825045	6.16794560607406e-71	2.55270708816719e-68	"Lgmn"	"19141"	"legumain"
"ENSMUSG00000071713"	821.749916926156	-4.24865432338415	0.238883895587589	-17.7854363641116	9.16471005156748e-71	3.71051217392158e-68	"Csf2rb"	"12983"	"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
"ENSMUSG00000037280"	408.418210961849	-3.79556796360993	0.213929920930561	-17.7421089443675	1.98348907996369e-70	7.85968098409443e-68	"Galnt6"	"207839"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6"
"ENSMUSG00000028327"	362.508225360023	-4.5529462868577	0.257232347344736	-17.6997424074196	4.21229438086148e-70	1.63437021977426e-67	"Stra6l"	"74152"	"STRA6-like"
"ENSMUSG00000040747"	2114.32477472356	-3.75643213792616	0.212870421898902	-17.6465668852303	1.08132969648746e-69	4.10993556477193e-67	"Cd53"	"12508"	"CD53 antigen"
"ENSMUSG00000004707"	486.076170101012	-4.24538665160293	0.240949515741937	-17.6194031290349	1.74839870755668e-69	6.51243550590711e-67	"Ly9"	"17085"	"lymphocyte antigen 9"
"ENSMUSG00000026177"	1058.25465265705	-3.41740756001543	0.194607246237087	-17.5605360339566	4.9406460258015e-69	1.80420767812798e-66	"Slc11a1"	"18173"	"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1"
"ENSMUSG00000038910"	323.774396788118	-3.05221477002637	0.17397233019257	-17.5442541158578	6.58111673756687e-69	2.35705227154703e-66	"Plcl2"	"224860"	"phospholipase C-like 2"
"ENSMUSG00000018008"	1150.8127176774	-2.74050904731809	0.156823815596019	-17.4750820651992	2.21826232704366e-68	7.7948901092191e-66	"Cyth4"	"72318"	"cytohesin 4"
"ENSMUSG00000048163"	400.283765381365	-2.98708841729142	0.172564449746451	-17.3099872058257	3.95502817856252e-67	1.36404527402867e-64	"Selplg"	"20345"	"selectin, platelet (p-selectin) ligand"
"ENSMUSG00000028581"	2190.66621004471	-3.65022691577591	0.21114047937323	-17.2881435460012	5.77834339477754e-67	1.95665213426067e-64	"Laptm5"	"16792"	"lysosomal-associated protein transmembrane 5"
"ENSMUSG00000062593"	1173.15246340724	-3.77586283250984	0.218804225887824	-17.2568094477555	9.94566373762638e-67	3.30764359731346e-64	"Lilrb4a"	"14728"	"leukocyte immunoglobulin-like receptor, subfamily B, member 4A"
"ENSMUSG00000058715"	1305.11882802346	-3.12695889303284	0.181454919429534	-17.2327038741276	1.50928331477873e-66	4.93138464112965e-64	"Fcer1g"	"14127"	"Fc receptor, IgE, high affinity I, gamma polypeptide"
"ENSMUSG00000074622"	390.244688120879	-2.38143148009777	0.13942618645583	-17.080231057257	2.0829238498134e-65	6.68834030671116e-63	"Mafb"	"16658"	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)"
"ENSMUSG00000026600"	1859.98910441402	-2.91097314489871	0.171095852882634	-17.0136978533053	6.50023478046325e-65	2.05187072120928e-62	"Soat1"	"20652"	"sterol O-acyltransferase 1"
"ENSMUSG00000079625"	132.934580105154	-4.40526511533688	0.260113512422515	-16.9359333712014	2.44450063850296e-64	7.58772998191317e-62	"Tm4sf19"	"277203"	"transmembrane 4 L six family member 19"
"ENSMUSG00000030159"	634.300832130567	-2.34049662996614	0.138447501950143	-16.9053005435157	4.11222877266272e-64	1.25551063380444e-61	"Clec1b"	"56760"	"C-type lectin domain family 1, member b"
"ENSMUSG00000073490"	477.898448825606	-2.38936154553732	0.141381383738404	-16.900114303297	4.49035328254621e-64	1.34884418603453e-61	"AI607873"	"226691"	"expressed sequence AI607873"
"ENSMUSG00000030579"	4824.10359701701	-3.24935433224597	0.192733243315266	-16.8593350910968	8.95912404042612e-64	2.64848771633168e-61	"Tyrobp"	"22177"	"TYRO protein tyrosine kinase binding protein"
"ENSMUSG00000030786"	455.095832284794	-2.22317000723753	0.132142945448182	-16.8239780012269	1.62847527851443e-63	4.73886306047699e-61	"Itgam"	"16409"	"integrin alpha M"
"ENSMUSG00000029919"	601.164263818217	-3.43800548099954	0.205014999017517	-16.7695314853806	4.07710773921318e-63	1.16818545438625e-60	"Hpgds"	"54486"	"hematopoietic prostaglandin D synthase"
"ENSMUSG00000026656"	567.624746246978	-2.32241646668624	0.139095434155534	-16.6965686601139	1.38822113638786e-62	3.91730764304357e-60	"Fcgr2b"	"14130"	"Fc receptor, IgG, low affinity IIb"
"ENSMUSG00000024030"	3937.29872610273	-3.03701460728345	0.181931279968164	-16.6931965070267	1.46891118015879e-62	4.08313459989215e-60	"Abcg1"	"11307"	"ATP-binding cassette, sub-family G (WHITE), member 1"
"ENSMUSG00000056529"	721.71989520999	-3.67312772944757	0.221082990373155	-16.6142484469198	5.4959282770614e-62	1.50523776811752e-59	"Ptafr"	"19204"	"platelet-activating factor receptor"
"ENSMUSG00000021939"	47301.1408116163	-3.13703187318066	0.188839060716085	-16.6121980340556	5.68706338250164e-62	1.53501258602479e-59	"Ctsb"	"13030"	"cathepsin B"
"ENSMUSG00000003363"	3175.64335120242	-2.86044746404865	0.172626129795628	-16.5701882295289	1.14466919770008e-61	3.04547416256662e-59	"Pld3"	"18807"	"phospholipase D family, member 3"
"ENSMUSG00000036833"	654.658254916042	-2.09773876468382	0.127160401279712	-16.4967925830107	3.86905085320875e-61	1.01489018436845e-58	"Pnpla7"	"241274"	"patatin-like phospholipase domain containing 7"
"ENSMUSG00000048234"	530.419569699748	-2.36525077807173	0.144936383405448	-16.3192341529257	7.2033617806411e-60	1.8632695805925e-57	"Rnf149"	"67702"	"ring finger protein 149"
"ENSMUSG00000030096"	1937.56999786661	-2.37712194438792	0.146063182680076	-16.2746141825114	1.49458520267347e-59	3.81303490610832e-57	"Slc6a6"	"21366"	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"
"ENSMUSG00000069792"	2322.99885876727	-3.24043137392022	0.19915230797334	-16.2711213688471	1.58233223355191e-59	3.98234534022578e-57	"Wfdc17"	"100034251"	"WAP four-disulfide core domain 17"
"ENSMUSG00000089942"	149.868666213211	-4.65146753819504	0.287436781716381	-16.182575905629	6.69345204876876e-59	1.64898787668523e-56	"Pira2"	"18725"	"paired-Ig-like receptor A2"
"ENSMUSG00000049723"	9079.47175171014	-3.90921839758847	0.241574484348042	-16.1822487508919	6.729117194377e-59	1.64898787668523e-56	"Mmp12"	"17381"	"matrix metallopeptidase 12"
"ENSMUSG00000004207"	58571.0673959768	-2.75734976723396	0.171056927628086	-16.1194861001422	1.86150799187032e-58	4.5024317974796e-56	"Psap"	"19156"	"prosaposin"
"ENSMUSG00000021322"	133.687042797446	-3.03352327812933	0.18882908102899	-16.064915751317	4.49474679226894e-58	1.07320723409252e-55	"Aoah"	"27052"	"acyloxyacyl hydrolase"
"ENSMUSG00000016256"	7432.42046837659	-2.1715277691131	0.13534460998491	-16.0444347902381	6.25255702247011e-58	1.47402053147447e-55	"Ctsz"	"64138"	"cathepsin Z"
"ENSMUSG00000036896"	4556.37935335793	-3.19646880134779	0.20031996484705	-15.9568159059352	2.5543463664272e-57	5.94651834104253e-55	"C1qc"	"12262"	"complement component 1, q subcomponent, C chain"
"ENSMUSG00000027540"	1244.9544077334	-1.81286734378508	0.113657521795419	-15.9502628171693	2.83700500462789e-57	6.52301002545553e-55	"Ptpn1"	"19246"	"protein tyrosine phosphatase, non-receptor type 1"
"ENSMUSG00000021457"	1293.2525448174	-2.86593963595407	0.179755907361645	-15.9435073818641	3.16102841847077e-57	7.17938942263409e-55	"Syk"	"20963"	"spleen tyrosine kinase"
"ENSMUSG00000059498"	2548.57208306486	-2.7929949055628	0.175286667231951	-15.9338696414767	3.68809613392232e-57	8.27555450580354e-55	"Fcgr3"	"14131"	"Fc receptor, IgG, low affinity III"
"ENSMUSG00000022415"	412.992303329416	-3.33729257846477	0.211726075449132	-15.7623125606301	5.65261453536748e-56	1.25326539412719e-53	"Syngr1"	"20972"	"synaptogyrin 1"
"ENSMUSG00000040552"	1096.1158096453	-3.47159695728908	0.220835462480531	-15.7202874859609	1.09824232161131e-55	2.40631352913989e-53	"C3ar1"	"12267"	"complement component 3a receptor 1"
"ENSMUSG00000024300"	1206.65551566154	-3.25524312164122	0.207892964016764	-15.6582649972643	2.91748127423238e-55	6.31804316875626e-53	"Myo1f"	"17916"	"myosin IF"
"ENSMUSG00000001348"	2284.2369523307	-2.52581344498329	0.161741994196453	-15.6163120006757	5.63734467924089e-55	1.20678054374922e-52	"Acp5"	"11433"	"acid phosphatase 5, tartrate resistant"
"ENSMUSG00000022488"	1887.0958192085	-3.00644328949726	0.192547264695785	-15.6140534857625	5.84054286755171e-55	1.23607125415094e-52	"Nckap1l"	"105855"	"NCK associated protein 1 like"
"ENSMUSG00000022408"	112.546602626963	-5.08193267558603	0.325744268598012	-15.6009887678406	7.16753608213362e-55	1.49986732577142e-52	"Fam83f"	"213956"	"family with sequence similarity 83, member F"
"ENSMUSG00000036469"	465.990220879407	-2.73218116724324	0.175855850100466	-15.536481531222	1.96478500496514e-54	4.06579510360787e-52	"March1"	"72925"	"membrane-associated ring finger (C3HC4) 1"
"ENSMUSG00000040713"	2926.12188821793	-2.3089072980074	0.14894661533933	-15.501576136841	3.38485661961519e-54	6.92742523996849e-52	"Creg1"	"433375"	"cellular repressor of E1A-stimulated genes 1"
"ENSMUSG00000030577"	335.636156357054	-3.91866324400886	0.253489393259084	-15.4588844670266	6.57269337106745e-54	1.33054175372565e-51	"Cd22"	"12483"	"CD22 antigen"
"ENSMUSG00000062082"	102.124163511012	-4.90339995624578	0.318549545097189	-15.3928958044808	1.82670726134231e-53	3.65812860593971e-51	"Cd200r4"	"239849"	"CD200 receptor 4"
"ENSMUSG00000063193"	334.102530605587	-3.60417409888887	0.234764544322318	-15.3522931211476	3.41884565171036e-53	6.7736788741972e-51	"Cd300lb"	"217304"	"CD300 antigen like family member B"
"ENSMUSG00000020437"	359.074904236859	-2.5903868744425	0.168844839807603	-15.3418184256872	4.01780424649128e-53	7.87658803017406e-51	"Myo1g"	"246177"	"myosin IG"
"ENSMUSG00000013707"	285.460307107817	-2.76032456390057	0.180064297815801	-15.3296605567211	4.84511816769853e-53	9.39952924533516e-51	"Tnfaip8l2"	"69769"	"tumor necrosis factor, alpha-induced protein 8-like 2"
"ENSMUSG00000057191"	503.015403985379	-3.4396031932404	0.224394983753249	-15.3283426202731	4.94441938959445e-53	9.49328522802134e-51	"AB124611"	"382062"	"cDNA sequence AB124611"
"ENSMUSG00000026480"	1214.71952574609	-2.85415364054579	0.186271183655925	-15.3225720936949	5.40361889869685e-53	1.02690814662582e-50	"Ncf2"	"17970"	"neutrophil cytosolic factor 2"
"ENSMUSG00000032089"	915.219244583636	-2.96029726037663	0.193451003884428	-15.3025686139379	7.34976998508345e-53	1.382647638406e-50	"Il10ra"	"16154"	"interleukin 10 receptor, alpha"
"ENSMUSG00000024781"	5157.97618994602	-2.48337094131185	0.162291576762871	-15.3019090136784	7.4246468640232e-53	1.38276623195568e-50	"Lipa"	"16889"	"lysosomal acid lipase A"
"ENSMUSG00000085295"	158.482258563087	-4.82000547159356	0.315214790791467	-15.2911779916516	8.75520454559392e-53	1.61442504413011e-50	NA	NA	NA
"ENSMUSG00000027111"	843.835184379778	-2.53650500699052	0.166191058705063	-15.2625840809645	1.3576360826472e-52	2.4788837650217e-50	"Itga6"	"16403"	"integrin alpha 6"
"ENSMUSG00000024644"	1349.62954189975	-2.62509344471045	0.172141692087533	-15.2496086966289	1.65622692026032e-52	2.99471554979885e-50	"Cndp2"	"66054"	"CNDP dipeptidase 2 (metallopeptidase M20 family)"
"ENSMUSG00000027737"	108.726132298258	-3.96773511482175	0.260223293136449	-15.2474248826805	1.71255089091395e-52	3.06678344157514e-50	"Slc7a11"	"26570"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11"
"ENSMUSG00000036905"	5981.47617998788	-3.25186270176518	0.21476555915605	-15.1414533808112	8.62855266251395e-52	1.5304587122539e-49	"C1qb"	"12260"	"complement component 1, q subcomponent, beta polypeptide"
"ENSMUSG00000015340"	1777.54954592599	-2.75885830353259	0.182217856995486	-15.1404387529425	8.76271375853848e-52	1.53959227395302e-49	"Cybb"	"13058"	"cytochrome b-245, beta polypeptide"
"ENSMUSG00000026012"	76.7502786188133	-3.92666424681024	0.259885108584912	-15.1092314145706	1.40772096703138e-51	2.4502238588778e-49	"Cd28"	"12487"	"CD28 antigen"
"ENSMUSG00000043157"	327.268736046743	-3.70573039438107	0.245332007237104	-15.1049609715198	1.50195307108788e-51	2.59003462925376e-49	"Arl11"	"219144"	"ADP-ribosylation factor-like 11"
"ENSMUSG00000034854"	455.543419571307	-2.81689120049094	0.18679168665456	-15.0803884848489	2.17982581760825e-51	3.72450238781065e-49	"Mfsd12"	"73822"	"major facilitator superfamily domain containing 12"
"ENSMUSG00000040751"	636.775205076969	-3.38927310553781	0.225229727700821	-15.048071762711	3.55444265169771e-51	6.01799454047438e-49	"Lat2"	"56743"	"linker for activation of T cells family, member 2"
"ENSMUSG00000052688"	710.9296690399	-2.89792052130589	0.193804419363663	-14.9528092848497	1.49314964712245e-50	2.48289455607218e-48	"Rab7b"	"226421"	"RAB7B, member RAS oncogene family"
"ENSMUSG00000007891"	46815.0914493388	-2.71997590586529	0.181899469033551	-14.9531822182702	1.48480960521516e-50	2.48289455607218e-48	"Ctsd"	"13033"	"cathepsin D"
"ENSMUSG00000005054"	1727.82271789876	-2.09563579809788	0.14052575685608	-14.9128234210056	2.72003169100577e-50	4.48299736400809e-48	"Cstb"	"13014"	"cystatin B"
"ENSMUSG00000043740"	193.190126256534	-4.35609056128957	0.292452662075786	-14.8950279008256	3.55036402500026e-50	5.80017364926359e-48	"B430306N03Rik"	"320148"	"RIKEN cDNA B430306N03 gene"
"ENSMUSG00000029553"	122.743169205289	-4.14858429247431	0.279197311143756	-14.8589693628469	6.08541738197193e-50	9.85520115842132e-48	"Tfec"	"21426"	"transcription factor EC"
"ENSMUSG00000034116"	516.89541783135	-2.88837720940442	0.194802562828361	-14.8272033358685	9.77201140043023e-50	1.56891327863459e-47	"Vav1"	"22324"	"vav 1 oncogene"
"ENSMUSG00000026321"	297.921721653499	-2.12940632705313	0.144201295562014	-14.76690149526	2.39471825823802e-49	3.81190024285682e-47	"Tnfrsf11a"	"21934"	"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
"ENSMUSG00000021306"	1130.72943476072	-2.94311116031261	0.19932145359281	-14.7656517011211	2.43952725283409e-49	3.85031826752391e-47	"Gpr137b"	"83924"	"G protein-coupled receptor 137B"
"ENSMUSG00000048865"	638.386575401977	-2.75860224170128	0.187013711977083	-14.7508020269622	3.04030030176091e-49	4.75819771596599e-47	"Arhgap30"	"226652"	"Rho GTPase activating protein 30"
"ENSMUSG00000005800"	97.8389744491928	-3.91272671880571	0.265350597292469	-14.7454980645591	3.28884463988783e-49	5.10428688110591e-47	"Mmp8"	"17394"	"matrix metallopeptidase 8"
"ENSMUSG00000033207"	326.737782144815	-3.90787685661357	0.265129583090677	-14.7394976111626	3.59448726453338e-49	5.53253973674956e-47	"Mamdc2"	"71738"	"MAM domain containing 2"
"ENSMUSG00000029084"	1078.16828903397	-2.59509762173538	0.176134603541511	-14.733604695251	3.9221457795146e-49	5.98738057358032e-47	"Cd38"	"12494"	"CD38 antigen"
"ENSMUSG00000026358"	528.109380666786	-3.68010151432397	0.250171560703753	-14.7103112119201	5.5352267497422e-49	8.38114333229258e-47	"Rgs1"	"50778"	"regulator of G-protein signaling 1"
"ENSMUSG00000097715"	350.416182981658	-2.7336518098023	0.185884532564294	-14.706182230933	5.88343509519988e-49	8.83653993653246e-47	NA	NA	NA
"ENSMUSG00000054510"	119.10647958503	-4.83500414081603	0.329087258117279	-14.6921645294846	7.23647655504956e-49	1.07817711488994e-46	NA	NA	NA
"ENSMUSG00000021998"	4052.1704209184	-3.05938541172382	0.20856323642749	-14.6688623754046	1.02041540401116e-48	1.50827114954792e-46	"Lcp1"	"18826"	"lymphocyte cytosolic protein 1"
"ENSMUSG00000024044"	399.578238878386	-3.27509054191801	0.223493790248482	-14.6540561072267	1.26907970096624e-48	1.86105042132246e-46	"Epb41l3"	"13823"	"erythrocyte membrane protein band 4.1 like 3"
"ENSMUSG00000034714"	595.53342825649	-3.37066503332401	0.231534491338279	-14.5579391383177	5.20019742030407e-48	7.56628724654243e-46	"Ttyh2"	"117160"	"tweety homolog 2 (Drosophila)"
"ENSMUSG00000051506"	572.259949318301	-2.4986812056287	0.171806552139074	-14.5435734232421	6.41543482983444e-48	9.26209754037493e-46	"Wdfy4"	"545030"	"WD repeat and FYVE domain containing 4"
"ENSMUSG00000040613"	1479.77259074911	-2.45846918764836	0.169088203225079	-14.5395665738775	6.80219706280578e-48	9.74493216136114e-46	"Apobec1"	"11810"	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1"
"ENSMUSG00000021423"	738.747423239176	-2.5341745208822	0.174598020395922	-14.5143370763062	9.8303447849546e-48	1.39755985706103e-45	"Ly86"	"17084"	"lymphocyte antigen 86"
"ENSMUSG00000045382"	544.765207533899	-3.25944799475098	0.224971290884759	-14.4882841803162	1.43687403940417e-47	2.0272986446866e-45	"Cxcr4"	"12767"	"chemokine (C-X-C motif) receptor 4"
"ENSMUSG00000034652"	1376.16036215701	-3.53165813384427	0.244167281752133	-14.4640924390084	2.04281694347763e-47	2.86055810190431e-45	"Cd300a"	"217303"	"CD300A antigen"
"ENSMUSG00000068196"	1685.10441336519	-2.4777124658978	0.171331693652395	-14.4614952031274	2.12138865492871e-47	2.94841360517853e-45	"Col8a1"	"12837"	"collagen, type VIII, alpha 1"
"ENSMUSG00000098112"	267.385650528627	-2.37559150556523	0.164437258827031	-14.4467958327138	2.62621906690842e-47	3.62301510385944e-45	"Bin2"	"668218"	"bridging integrator 2"
"ENSMUSG00000044811"	1038.38455437909	-3.23936363078432	0.224980083737512	-14.3984461956363	5.29199103939845e-47	7.24691478807035e-45	"AF251705"	"140497"	"cDNA sequence AF251705"
"ENSMUSG00000040345"	345.966160162359	-2.77699410026659	0.193232980083283	-14.3712222368548	7.84347023050958e-47	1.06625393848913e-44	"Arhgap9"	"216445"	"Rho GTPase activating protein 9"
"ENSMUSG00000024621"	1639.39159161158	-1.92528267314901	0.134013679202124	-14.3663145778219	8.41938430906527e-47	1.13625082153646e-44	"Csf1r"	"12978"	"colony stimulating factor 1 receptor"
"ENSMUSG00000034593"	2533.78236518938	-2.3650086355845	0.164717625331305	-14.3579573274423	9.49856803416691e-47	1.27267144653471e-44	"Myo5a"	"17918"	"myosin VA"
