"id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"entrezgene"	"description"
"ENSMUSG00000003882"	652.367714749043	1.34916188058276	0.183200821494791	7.36438772257969	1.7796176184091e-13	7.91840859311128e-11	"Il7r"	"16197"	"interleukin 7 receptor"
"ENSMUSG00000036636"	1187.4553856809	0.889416695570845	0.121034063817805	7.34848246448787	2.00469759457866e-13	8.70234336300266e-11	"Clcn7"	"26373"	"chloride channel 7"
"ENSMUSG00000097715"	350.416182981658	1.30490262840455	0.178237269530217	7.32115472731326	2.45846171093817e-13	1.04180241741137e-10	NA	NA	NA
"ENSMUSG00000034854"	455.543419571307	1.32019334533529	0.180473011985183	7.31518430824259	2.57028361780852e-13	1.06385832162223e-10	"Mfsd12"	"73822"	"major facilitator superfamily domain containing 12"
"ENSMUSG00000060044"	98.6116952277362	1.77679434128622	0.243327777901963	7.30206126323188	2.83392170328094e-13	1.14632132897714e-10	"Tmem26"	"327766"	"transmembrane protein 26"
"ENSMUSG00000021477"	25557.2575737255	1.69520409591987	0.232941479316348	7.27738185957721	3.40360836415203e-13	1.34616492589284e-10	"Ctsl"	"13039"	"cathepsin L"
"ENSMUSG00000076281"	360.364166689644	-1.42063441182767	0.19534626950803	-7.27239079305411	3.53180083827815e-13	1.36649981129727e-10	NA	NA	NA
"ENSMUSG00000034707"	4232.03111676806	0.929120947141464	0.128748441438881	7.21656073469856	5.33188557403247e-13	2.01908296694957e-10	"Gns"	"75612"	"glucosamine (N-acetyl)-6-sulfatase"
"ENSMUSG00000018927"	3460.71474798825	1.19251452693719	0.166061550841249	7.18115976212464	6.91225203496465e-13	2.5630054524646e-10	"Ccl6"	"20305"	"chemokine (C-C motif) ligand 6"
"ENSMUSG00000045917"	256.757107655784	1.14447679282236	0.160711967591886	7.12129164972121	1.06920270574155e-12	3.8836060728139e-10	"6330416G13Rik"	"230279"	"RIKEN cDNA 6330416G13 gene"
"ENSMUSG00000028367"	4306.51164143919	0.876931163042728	0.123274809208639	7.11362823168962	1.13031367455014e-12	4.02346455592867e-10	"Txn1"	"22166"	"thioredoxin 1"
"ENSMUSG00000036611"	389.102917197808	1.2680722921586	0.178773764549827	7.09316769914062	1.3107645822063e-12	4.48634385271302e-10	"Eepd1"	"67484"	"endonuclease/exonuclease/phosphatase family domain containing 1"
"ENSMUSG00000024030"	3937.29872610273	1.28365714020154	0.180930346186607	7.0947586585481	1.29577410106561e-12	4.48634385271302e-10	"Abcg1"	"11307"	"ATP-binding cassette, sub-family G (WHITE), member 1"
"ENSMUSG00000079293"	4493.54938090532	1.70835843145515	0.240993853273199	7.08880499752202	1.35274976026675e-12	4.54268683645804e-10	"Clec7a"	"56644"	"C-type lectin domain family 7, member a"
"ENSMUSG00000032046"	1899.82989689567	0.969131499095635	0.137247029087909	7.06122023577566	1.65046762612036e-12	5.43981903883152e-10	"Abhd12"	"76192"	"abhydrolase domain containing 12"
"ENSMUSG00000069516"	57719.3206056859	1.42556107765528	0.202243457564055	7.0487376690728	1.80548161814274e-12	5.84253851630992e-10	"Lyz2"	"17105"	"lysozyme 2"
"ENSMUSG00000027322"	136.831966455732	1.27614376492829	0.181207380738549	7.0424491526068	1.88889776010928e-12	6.00332184543303e-10	"Siglec1"	"20612"	"sialic acid binding Ig-like lectin 1, sialoadhesin"
"ENSMUSG00000005413"	1056.7949464359	1.37225032329143	0.195095820523084	7.03372486203038	2.0109147717004e-12	6.27899317661819e-10	"Hmox1"	"15368"	"heme oxygenase 1"
"ENSMUSG00000039474"	431.204659348521	1.14232547049128	0.162515255343759	7.02903532394536	2.07966329328402e-12	6.38169780928775e-10	"Wfs1"	"22393"	"Wolfram syndrome 1 homolog (human)"
"ENSMUSG00000001128"	834.384033401291	1.13900971401521	0.1621129587926	7.02602507842948	2.12500282469601e-12	6.41030513117621e-10	"Cfp"	"18636"	"complement factor properdin"
"ENSMUSG00000030096"	1937.56999786661	1.01321969346633	0.14447306334107	7.013208345104	2.32914207827464e-12	6.90901178485534e-10	"Slc6a6"	"21366"	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"
"ENSMUSG00000048234"	530.419569699748	0.973604138877978	0.139008121111291	7.00393711600853	2.48867849235751e-12	7.26122947655394e-10	"Rnf149"	"67702"	"ring finger protein 149"
"ENSMUSG00000028327"	362.508225360023	1.66367640543771	0.237848123621144	6.99470056819831	2.65826046528054e-12	7.50979678747032e-10	"Stra6l"	"74152"	"STRA6-like"
"ENSMUSG00000037697"	579.578252588569	1.21224284748538	0.173293130535329	6.99533122715581	2.6463297425971e-12	7.50979678747032e-10	"Ddhd1"	"114874"	"DDHD domain containing 1"
"ENSMUSG00000021939"	47301.1408116163	1.31824996332084	0.188756963126891	6.98384812662328	2.87202534079894e-12	7.98692297117804e-10	"Ctsb"	"13030"	"cathepsin B"
"ENSMUSG00000023169"	192.011198615916	1.25641884816136	0.180637579008536	6.95546771085758	3.51394260863302e-12	9.62171546899238e-10	"Slc38a1"	"105727"	"solute carrier family 38, member 1"
"ENSMUSG00000000290"	1921.12548268495	1.30018169822197	0.188259223699647	6.90633729742934	4.97326720526322e-12	1.34112438968598e-09	"Itgb2"	"16414"	"integrin beta 2"
"ENSMUSG00000037280"	408.418210961849	1.37808958938907	0.200069518721497	6.88805370350997	5.6560860656406e-12	1.50249283278017e-09	"Galnt6"	"207839"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6"
"ENSMUSG00000035385"	82.6153578115364	1.70325432120476	0.247390871026606	6.88487135413166	5.78397804474721e-12	1.51387119471192e-09	"Ccl2"	"20296"	"chemokine (C-C motif) ligand 2"
"ENSMUSG00000000957"	1072.2861802781	0.973827835079054	0.141943200515272	6.86068675036164	6.8530289471453e-12	1.76768419132307e-09	"Mmp14"	"17387"	"matrix metallopeptidase 14 (membrane-inserted)"
"ENSMUSG00000024044"	399.578238878386	1.47558438707017	0.215909347850605	6.83427744912267	8.24193763686301e-12	2.09557151515554e-09	"Epb41l3"	"13823"	"erythrocyte membrane protein band 4.1 like 3"
"ENSMUSG00000089942"	149.868666213211	1.71631277038511	0.251474748625363	6.82499050010784	8.79311340365135e-12	2.18517682864177e-09	"Pira2"	"18725"	"paired-Ig-like receptor A2"
"ENSMUSG00000005054"	1727.82271789876	0.948791849029141	0.139032837851461	6.82422846063753	8.83991075751252e-12	2.18517682864177e-09	"Cstb"	"13014"	"cystatin B"
"ENSMUSG00000022295"	1812.98708073548	0.816275385536252	0.120166579141772	6.7928652988716	1.09928012402042e-11	2.64391724963722e-09	"Atp6v1c1"	"66335"	"ATPase, H+ transporting, lysosomal V1 subunit C1"
"ENSMUSG00000024781"	5157.97618994602	1.09875637800974	0.16174581692799	6.7931053728512	1.09745159516889e-11	2.64391724963722e-09	"Lipa"	"16889"	"lysosomal acid lipase A"
"ENSMUSG00000027009"	467.003364522929	0.871721932168203	0.129209846262924	6.74655962668952	1.51391868738061e-11	3.59262997306667e-09	"Itga4"	"16401"	"integrin alpha 4"
"ENSMUSG00000097730"	24.6831156335985	2.02632871156251	0.300508927337866	6.74299006526444	1.55159822460635e-11	3.63359805283471e-09	NA	NA	NA
"ENSMUSG00000047798"	139.375007664504	1.82102434264764	0.270255320237011	6.7381627901002	1.60401804049014e-11	3.70757312787578e-09	"Cd300lf"	"246746"	"CD300 antigen like family member F"
"ENSMUSG00000039716"	38.448368418873	1.6638549083242	0.247739932739447	6.7161353033631	1.86607532116981e-11	4.25800109822824e-09	"Dock3"	"208869"	"dedicator of cyto-kinesis 3"
"ENSMUSG00000015027"	318.326147877323	1.43598742936124	0.214050395695439	6.70864178828444	1.96444235651646e-11	4.42571456471898e-09	"Galns"	"50917"	"galactosamine (N-acetyl)-6-sulfate sulfatase"
"ENSMUSG00000051439"	262.74427087929	-1.09886217330835	0.165238430139166	-6.65016105746631	2.92772470485544e-11	6.51345553712714e-09	"Cd14"	"12475"	"CD14 antigen"
"ENSMUSG00000034807"	1818.30336671995	0.716419219938563	0.107804671912176	6.645530358111	3.02127178968516e-11	6.63859201392796e-09	"Colgalt1"	"234407"	"collagen beta(1-O)galactosyltransferase 1"
"ENSMUSG00000034714"	595.53342825649	1.49980971101907	0.226274058466983	6.62828837375505	3.39601545726455e-11	7.37101013517006e-09	"Ttyh2"	"117160"	"tweety homolog 2 (Drosophila)"
"ENSMUSG00000020097"	2248.37620969316	0.887706623754667	0.134567114434221	6.59675751751809	4.20247249371115e-11	9.01151872808086e-09	"Sgpl1"	"20397"	"sphingosine phosphate lyase 1"
"ENSMUSG00000020589"	620.701665043734	0.638937351145529	0.0976071755978579	6.5460079879573	5.9095420917564e-11	1.25211940653667e-08	"Fam49a"	"76820"	"family with sequence similarity 49, member A"
"ENSMUSG00000021190"	8381.04879837155	0.976584139831589	0.149284836000889	6.54175042819334	6.08029113303469e-11	1.2731414304206e-08	"Lgmn"	"19141"	"legumain"
"ENSMUSG00000021306"	1130.72943476072	1.27935861257084	0.196659218743855	6.50545965118055	7.74561725725129e-11	1.60298251098324e-08	"Gpr137b"	"83924"	"G protein-coupled receptor 137B"
"ENSMUSG00000025877"	719.274163089391	1.49540141547823	0.230418732488126	6.48992987388859	8.58763369021285e-11	1.75681269446446e-08	"Hk3"	"212032"	"hexokinase 3"
"ENSMUSG00000022305"	539.420765349733	1.3534546792092	0.208809369146237	6.48177179378062	9.06516841959726e-11	1.83343031286355e-08	"Lrp12"	"239393"	"low density lipoprotein-related protein 12"
"ENSMUSG00000036046"	2318.25942671324	0.777604765797732	0.120086485170794	6.47537285058996	9.45781022311821e-11	1.89134950956245e-08	"5031439G07Rik"	"223739"	"RIKEN cDNA 5031439G07 gene"
"ENSMUSG00000027399"	180.530510380888	1.85000081835279	0.285963087898981	6.46936928799116	9.84128180262152e-11	1.9461681502562e-08	"Il1a"	"16175"	"interleukin 1 alpha"
"ENSMUSG00000036622"	875.511711679352	0.817756339194376	0.126591017323422	6.45982911334955	1.0482128159348e-10	2.05011996681403e-08	"Atp13a2"	"74772"	"ATPase type 13A2"
"ENSMUSG00000023913"	1677.46922918405	0.859462182800721	0.133286394096025	6.44823643575748	1.13159138772532e-10	2.18913733899296e-08	"Pla2g7"	"27226"	"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)"
"ENSMUSG00000029470"	1482.66765731891	0.947361436028142	0.147804155624301	6.40957239684255	1.45928340296723e-10	2.79272322645276e-08	"P2rx4"	"18438"	"purinergic receptor P2X, ligand-gated ion channel 4"
"ENSMUSG00000075705"	1335.40900883471	0.889613724657311	0.138946881486311	6.40254545579678	1.52807612454599e-10	2.89326583666697e-08	"Msrb1"	"27361"	"methionine sulfoxide reductase B1"
"ENSMUSG00000038642"	18733.4074481495	1.45199540912798	0.22787383921773	6.37192673855211	1.86668057328188e-10	3.49717693087062e-08	"Ctss"	"13040"	"cathepsin S"
"ENSMUSG00000079625"	132.934580105154	1.33601380222179	0.210222359565242	6.35524120738052	2.08099819774526e-10	3.85808395036148e-08	"Tm4sf19"	"277203"	"transmembrane 4 L six family member 19"
"ENSMUSG00000031447"	12683.712411778	0.537212037924156	0.084810282837022	6.33427952311518	2.3845287655634e-10	4.37524154324716e-08	"Lamp1"	"16783"	"lysosomal-associated membrane protein 1"
"ENSMUSG00000000594"	3335.05237431762	0.799770251841793	0.127368519011776	6.27918309835926	3.40356576071291e-10	6.18129218460902e-08	"Gm2a"	"14667"	"GM2 ganglioside activator protein"
"ENSMUSG00000028238"	3294.90447580065	1.55249743352356	0.24765552089689	6.26877780838948	3.63892937140449e-10	6.54198635881385e-08	"Atp6v0d2"	"242341"	"ATPase, H+ transporting, lysosomal V0 subunit D2"
"ENSMUSG00000001348"	2284.2369523307	1.00444670646719	0.160314281359881	6.26548488348556	3.71667057563166e-10	6.61493029050923e-08	"Acp5"	"11433"	"acid phosphatase 5, tartrate resistant"
"ENSMUSG00000022415"	412.992303329416	1.25742814854087	0.20202853168412	6.22401270780363	4.84597803154393e-10	8.53947693122959e-08	"Syngr1"	"20972"	"synaptogyrin 1"
"ENSMUSG00000078945"	765.665292981267	0.696548072720222	0.11199955753112	6.21920379039604	4.99683969738422e-10	8.71899538569062e-08	"Naip2"	"17948"	"NLR family, apoptosis inhibitory protein 2"
"ENSMUSG00000085295"	158.482258563087	1.77840901715398	0.286214239382332	6.21355883967162	5.1797823442196e-10	8.95046273421558e-08	NA	NA	NA
"ENSMUSG00000044712"	202.555077919878	0.86889237398443	0.140102258943243	6.20184414254469	5.58053303494524e-10	9.55022374576494e-08	"Slc38a6"	"625098"	"solute carrier family 38, member 6"
"ENSMUSG00000042684"	372.471744066674	1.28290367389841	0.207000125688228	6.1975985262475	5.73311506798114e-10	9.71790304570746e-08	"Npl"	"74091"	"N-acetylneuraminate pyruvate lyase"
"ENSMUSG00000021322"	133.687042797446	0.958053320987542	0.155306943801987	6.16877325336488	6.88218350673823e-10	1.15555756653705e-07	"Aoah"	"27052"	"acyloxyacyl hydrolase"
"ENSMUSG00000022408"	112.546602626963	1.74583020977605	0.28311225032437	6.16656540921774	6.97892197664528e-10	1.16084909663862e-07	"Fam83f"	"213956"	"family with sequence similarity 83, member F"
"ENSMUSG00000066595"	375.922322906198	1.05852381395192	0.171992533710899	6.15447537816489	7.53264250024975e-10	1.24135158536523e-07	"Mfsd7b"	"226844"	"major facilitator superfamily domain containing 7B"
"ENSMUSG00000040747"	2114.32477472356	1.28956051134873	0.210188281411507	6.13526359647056	8.50181056021692e-10	1.38821306743799e-07	"Cd53"	"12508"	"CD53 antigen"
"ENSMUSG00000028917"	882.914565409902	0.752286276606065	0.122678353042384	6.13218434996562	8.66805746837745e-10	1.40249169838347e-07	"Plekhm2"	"69582"	"pleckstrin homology domain containing, family M (with RUN domain) member 2"
"ENSMUSG00000020300"	983.997382538447	0.75059975363794	0.122451534654323	6.1297700821542	8.80061592217285e-10	1.41111137101651e-07	"Cpeb4"	"67579"	"cytoplasmic polyadenylation element binding protein 4"
"ENSMUSG00000056234"	2373.2275489431	0.630507862593693	0.102934893366114	6.12530738581649	9.05087021680032e-10	1.43828025105904e-07	"Ncoa4"	"27057"	"nuclear receptor coactivator 4"
"ENSMUSG00000039936"	460.48646558845	0.805571841600281	0.131610618375407	6.12087270422558	9.3064231208058e-10	1.46580282039028e-07	"Pik3cd"	"18707"	"phosphatidylinositol 3-kinase catalytic delta polypeptide"
"ENSMUSG00000032890"	38.4572971301239	1.73322099705336	0.28404887377737	6.10184076424753	1.04853809649099e-09	1.60878284839195e-07	"Rims3"	"242662"	"regulating synaptic membrane exocytosis 3"
"ENSMUSG00000020189"	2607.12681289302	0.898796265153984	0.147294184229706	6.10204856257128	1.0471754579214e-09	1.60878284839195e-07	"Osbpl8"	"237542"	"oxysterol binding protein-like 8"
"ENSMUSG00000031613"	305.171120389054	-0.988029967894423	0.161874761493397	-6.10366902646973	1.03660832852894e-09	1.60878284839195e-07	"Hpgd"	"15446"	"hydroxyprostaglandin dehydrogenase 15 (NAD)"
"ENSMUSG00000038650"	3375.96530439162	0.684608698553043	0.11237962724847	6.09192889596779	1.11558236266917e-09	1.69702007613554e-07	"Rnh1"	"107702"	"ribonuclease/angiogenin inhibitor 1"
"ENSMUSG00000035561"	87.5142939228511	1.33524987610773	0.219460169451921	6.08424699316681	1.17040060489549e-09	1.76532118355338e-07	"Aldh1b1"	"72535"	"aldehyde dehydrogenase 1 family, member B1"
"ENSMUSG00000028278"	150.81002701724	1.30122775633006	0.213954555568776	6.08179504694762	1.18844424406866e-09	1.7774731643642e-07	"Rragd"	"52187"	"Ras-related GTP binding D"
"ENSMUSG00000079057"	911.750483348308	0.661917274368099	0.108932919964583	6.07637502587194	1.22929726449596e-09	1.82325272612493e-07	"Cyp4v3"	"102294"	"cytochrome P450, family 4, subfamily v, polypeptide 3"
"ENSMUSG00000037685"	1216.69069003577	0.829529699208058	0.13662425542833	6.07161368680404	1.26631264864072e-09	1.8626307868188e-07	"Atp8a1"	"11980"	"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1"
"ENSMUSG00000053318"	278.397138229417	1.62475513286502	0.268486647881619	6.05153047901812	1.4347613149002e-09	2.09310507234376e-07	"Slamf8"	"74748"	"SLAM family member 8"
"ENSMUSG00000035021"	488.187432218978	0.783823219500347	0.129741468827122	6.04142396865244	1.52759988837368e-09	2.21042461896543e-07	"Baz1a"	"217578"	"bromodomain adjacent to zinc finger domain 1A"
"ENSMUSG00000028249"	9769.59278858371	0.76167142678299	0.126524457343649	6.01995410827363	1.74466528232354e-09	2.50415747538665e-07	"Sdcbp"	"53378"	"syndecan binding protein"
"ENSMUSG00000037902"	5127.92863753309	0.94519985775805	0.157070134668345	6.01769305001135	1.76920262899778e-09	2.5190614712722e-07	"Sirpa"	"19261"	"signal-regulatory protein alpha"
"ENSMUSG00000006273"	2994.21694086053	0.988447828976922	0.164604374610329	6.00499124836075	1.9134222518954e-09	2.70278486025669e-07	"Atp6v1b2"	"11966"	"ATPase, H+ transporting, lysosomal V1 subunit B2"
"ENSMUSG00000027737"	108.726132298258	1.29009513873979	0.215279155290163	5.99266165366052	2.06434062704782e-09	2.89300271497615e-07	"Slc7a11"	"26570"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11"
"ENSMUSG00000024725"	2138.73408378045	0.499218857056533	0.0834001021908686	5.98583028008798	2.1528877103931e-09	2.99352308356066e-07	"Ostf1"	"20409"	"osteoclast stimulating factor 1"
"ENSMUSG00000062082"	102.124163511012	1.62977964533362	0.272648748460732	5.97757977813842	2.26477025849503e-09	3.12468070237943e-07	"Cd200r4"	"239849"	"CD200 receptor 4"
"ENSMUSG00000020017"	139.213996244958	1.75349832484967	0.293499170687301	5.9744575112203	2.30857090062465e-09	3.14119470127736e-07	"Hal"	"15109"	"histidine ammonia lyase"
"ENSMUSG00000071068"	74.7657357309516	1.35661209860821	0.227077965702697	5.9742128409956	2.31203790238979e-09	3.14119470127736e-07	"Treml2"	"328833"	"triggering receptor expressed on myeloid cells-like 2"
"ENSMUSG00000045312"	1058.38325798093	1.5555786718468	0.260534422936751	5.97072223436841	2.36205592442341e-09	3.18483873809757e-07	"Lhfpl2"	"218454"	"lipoma HMGIC fusion partner-like 2"
"ENSMUSG00000089901"	57.4652274225401	1.40030671432287	0.234636748429585	5.96797698440277	2.40213242384156e-09	3.21452277289715e-07	NA	NA	NA
"ENSMUSG00000053040"	553.914419038476	0.89199732488806	0.149519789592039	5.96574759315707	2.43516477528246e-09	3.23440766197591e-07	"Aph1c"	"68318"	"anterior pharynx defective 1c homolog (C. elegans)"
"ENSMUSG00000027035"	282.372142528404	0.907880810168001	0.152937866395017	5.9362722363543	2.91575499302583e-09	3.84404499006471e-07	"Cers6"	"241447"	"ceramide synthase 6"
"ENSMUSG00000017754"	2583.89855254332	1.06094710611784	0.179009675494174	5.92675844581581	3.08972947907602e-09	4.0139419904084e-07	"Pltp"	"18830"	"phospholipid transfer protein"
"ENSMUSG00000042228"	1042.66557317397	0.673752946440788	0.113671263331461	5.92720558120439	3.08133123179652e-09	4.0139419904084e-07	"Lyn"	"17096"	"Yamaguchi sarcoma viral (v-yes-1) oncogene homolog"
"ENSMUSG00000056529"	721.71989520999	1.26883593079515	0.21417935968758	5.92417463870457	3.13869767560759e-09	4.04801023409159e-07	"Ptafr"	"19204"	"platelet-activating factor receptor"
"ENSMUSG00000070427"	1304.66615307422	1.29971841898309	0.219652125045081	5.91716751529873	3.27533066374035e-09	4.19383706138494e-07	"Il18bp"	"16068"	"interleukin 18 binding protein"
"ENSMUSG00000019810"	682.66465992378	1.05654197959505	0.178643251413911	5.91425632500987	3.33378376585181e-09	4.23819167604504e-07	"Fuca2"	"66848"	"fucosidase, alpha-L- 2, plasma"
"ENSMUSG00000029084"	1078.16828903397	1.02127831718217	0.173313267407661	5.89267245640203	3.79999171017191e-09	4.79661364947799e-07	"Cd38"	"12494"	"CD38 antigen"
