id	baseMean	symbol	entrezgene	description	xloc	type	group1_vs_group2_log2FoldChange	group1_vs_group2_pvalue	group1_vs_group2_padj	group1_vs_group3_log2FoldChange	group1_vs_group3_pvalue	group1_vs_group3_padj	group1_vs_group4_log2FoldChange	group1_vs_group4_pvalue	group1_vs_group4_padj	group2_vs_group3_log2FoldChange	group2_vs_group3_pvalue	group2_vs_group3_padj	group2_vs_group4_log2FoldChange	group2_vs_group4_pvalue	group2_vs_group4_padj	group3_vs_group4_log2FoldChange	group3_vs_group4_pvalue	group3_vs_group4_padj
ENSMUST00000003642	1843.28776735215	Klc4	74764	kinesin light chain 4	XLOC_015013	protein_coding	-0.506350691408691	3.36765622789605e-05	0.00153271258448607	-0.977196987686356	1.0062815252069e-15	2.31947891560191e-14	-0.712451161880817	5.44359854175384e-09	1.45410218243372e-07	-0.470846296277666	9.9859934433449e-05	0.000889157833637645	-0.206100470472126	0.0895715480730369	0.33364643083718	0.26474582580554	0.0287424299223458	0.180950689876759
ENSMUST00000003643	229.543759348056	Ckm	12715	creatine kinase, muscle	XLOC_029247	protein_coding	0.121044533371284	NA	NA	0.342566130392716	NA	NA	-0.409880217286043	NA	NA	0.221521597021433	NA	NA	-0.530924750657327	NA	NA	-0.75244634767876	NA	NA
ENSMUST00000003981	1588.83057931753	Il7r	16197	interleukin 7 receptor	XLOC_011954	protein_coding	-2.58093405543019	4.72159700087913e-36	1.34952685479127e-32	-5.42054257920304	1.48640353840539e-155	2.12421929673515e-151	-4.08879891777753	7.65234382889867e-89	2.18719291317582e-85	-2.83960852377285	1.58721052760152e-49	3.24040366427904e-46	-1.50786486234734	4.90284299635543e-15	1.92178395618636e-12	1.33174366142551	2.76030064471846e-12	7.73479539483756e-10
ENSMUST00000004392	1620.95235615319	Irf5	27056	interferon regulatory factor 5	XLOC_027099	protein_coding	-0.685733867215476	2.43668014149416e-06	0.000165035999535986	-1.92507443163354	1.76030969705045e-40	1.22715053075844e-38	-1.54544031900151	1.46822934897674e-26	1.84056716019532e-24	-1.23934056441806	5.04553292561392e-18	2.69815259261856e-16	-0.859706451786033	2.14848950220962e-09	1.91900396725485e-07	0.37963411263203	0.00777689678346082	0.0753489030050431
ENSMUST00000004784	3135.73895397219	Cnn2	12798	calponin 2	XLOC_002965	protein_coding	-0.191020173659448	0.152947234951582	0.554410031671029	-1.49863413387509	1.93995350603968e-29	8.6908700798787e-28	-1.16692004578148	1.97374290378468e-18	1.26487712277968e-16	-1.30761396021564	6.94783089415344e-23	6.129101932614e-21	-0.975899872122029	2.15042797961401e-13	4.40526781240796e-11	0.331714088093613	0.0121928773027158	0.103105567771072
ENSMUST00000005548	2705.79340013714	Hmox1	15368	heme oxygenase (decycling) 1	XLOC_032821	protein_coding	-1.39692459201471	4.8033026231166e-12	1.12531143913048e-09	-4.03292907191501	2.13085550582237e-89	1.60273979124776e-86	-2.65894412519301	9.67739360023614e-40	4.06763623355808e-37	-2.6360044799003	4.95909249092346e-40	4.4293994242367e-37	-1.2620195331783	2.48309428385454e-10	2.79416538665868e-08	1.373984946722	4.41787985546547e-12	1.14792583662649e-09
ENSMUST00000009329	930.527515597357	Ccl8	20307	chemokine (C-C motif) ligand 8	XLOC_004912	protein_coding	-0.716688845497919	0.00307870537732798	0.0502133171780852	-3.23350296490936	2.33137054776118e-41	1.75355876305553e-39	-2.58299354197612	6.34337462209774e-27	8.02240413490255e-25	-2.51681411941144	3.98530550438745e-26	4.90982766924146e-24	-1.8663046964782	4.97557948211429e-15	1.92178395618636e-12	0.650509422933244	0.00590111672454401	0.0610994090547837
ENSMUST00000009707	928.485147854847	Tor2a	30933	torsin family 2, member A	XLOC_017474	protein_coding	-0.35665462401105	0.000433677331005286	0.0117380354874934	-0.727368182844957	5.07677607241295e-13	9.77792545159749e-12	-0.50035285441954	8.47964097098068e-07	1.60294377137943e-05	-0.370713558833907	0.000192214601607217	0.00156076072248224	-0.143698230408491	0.152120478293623	0.439626644144422	0.227015328425417	0.0227509815067657	0.155566639575688
ENSMUST00000012348	4928.15191641439	Gstm2	14863	glutathione S-transferase, mu 2	XLOC_022014	protein_coding	0.0545576499509553	0.622117999959716	0.89614617362111	0.179194080707877	0.105724478897404	0.236576260119122	-0.0531356901922061	0.631399401082769	0.808179923051845	0.124636430756922	0.260408580671905	0.442392952532281	-0.107693340143161	0.330769141781911	0.646654687004636	-0.232329770900083	0.0360129285343969	0.208494266058881
ENSMUST00000013851	586.348212979132	Tnfaip8l2	69769	tumor necrosis factor, alpha-induced protein 8-like 2	XLOC_021855	protein_coding	-0.968207372167562	2.50086814334404e-06	0.000167792988903895	-2.72425161205237	5.26780513456629e-41	3.82143163340542e-39	-2.1999853189007	3.80107411338694e-27	4.95661058354771e-25	-1.75604423988481	1.1505427787617e-18	6.73869133249322e-17	-1.23177794673314	7.12709462037824e-10	7.27523637284467e-08	0.524266293151669	0.00786451693021674	0.0759404131417077
ENSMUST00000014221	9173.02741404669	Chp1	56398	calcineurin-like EF hand protein 1	XLOC_018185	protein_coding	0.083572507888731	0.547212812122188	0.863349337385536	0.0877395118362579	0.527443161567716	0.694653969400445	0.00489685313081556	0.971870068339642	0.988610943600386	0.00416700394752698	0.976057025065969	0.989559516544961	-0.0786756547579154	0.571001945473718	0.819707564315912	-0.0828426587054424	0.550810695393754	0.832360753713877
ENSMUST00000015456	433.0456634394	Gadd45b	17873	growth arrest and DNA-damage-inducible 45 beta	XLOC_002999	protein_coding	-0.807314732807151	3.19980741922116e-05	0.00146565537910544	-1.93090149379186	9.14969116370602e-24	3.2446212511296e-22	-1.37600609296025	1.11225508057524e-12	4.22745674375021e-11	-1.12358676098471	2.6141105098979e-09	5.35218528609611e-08	-0.568691360153099	0.00275957932215109	0.0319369156794949	0.554895400831609	0.00314955264560757	0.037633994028744
ENSMUST00000015484	4583.28195670473	Cybb	13058	cytochrome b-245, beta polypeptide	XLOC_037574	protein_coding	-0.840321672592558	6.96775511166464e-06	0.000406433421635916	-2.73687500252137	9.94613047794902e-49	1.11046992703414e-46	-2.04248855654482	7.3713106384788e-28	1.053434003345e-25	-1.89655332992881	2.08670042380463e-24	2.20896561159941e-22	-1.20216688395226	1.06338139805336e-10	1.3100675482397e-08	0.694386445976552	0.000185350436860367	0.00405642127591349
ENSMUST00000015499	1824.21147399058	Cd48	12506	CD48 antigen	XLOC_001139	protein_coding	-1.04933594360823	5.52805262703531e-07	4.51436571959781e-05	-2.70513218977957	2.31110258835585e-38	1.42361927112903e-36	-2.19022407979553	1.12564882059733e-25	1.29731026573842e-23	-1.65579624617133	1.49741479379347e-15	6.04305464049758e-14	-1.1408881361873	4.00620060026401e-08	2.4157220581592e-06	0.514908109984036	0.012899299948818	0.107301452601024
ENSMUST00000015712	38675.8615220693	Lpl	16956	lipoprotein lipase	XLOC_032739	protein_coding	0.093989736120272	0.657730773901294	0.910287670910652	-0.594937125187122	0.00503839861020924	0.0225646363329678	-0.208411172057566	0.32589643856137	0.573357873135608	-0.688926861307394	0.0011636234189988	0.00732247568512191	-0.302400908177838	0.154022128958069	0.442431976269583	0.386525953129556	0.0684366590798486	0.303924268151062
ENSMUST00000015998	26454.5241702379	Cd5l	11801	CD5 antigen-like	XLOC_020875	protein_coding	-3.10416236517806	3.31686279771983e-23	4.30920784020128e-20	-6.47912714951867	2.53324162132772e-95	3.2911414554904e-92	-4.85712064296532	2.2308618677814e-54	2.656770579372e-51	-3.3749647843406	3.08838244762402e-27	4.55011067618503e-25	-1.75295827778725	1.97265677686184e-08	1.26987558550147e-06	1.62200650655335	2.03630270186655e-07	1.21253341301562e-05
ENSMUST00000018143	2365.98989338043	Ddx27	228889	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	XLOC_018697	protein_coding	-0.0392401561828921	0.672088305832699	0.913517825295547	-0.0437748260347049	0.636960259886118	0.779950224833563	-0.0968122775773799	0.297378519186934	0.54491062615662	-0.00453466985181276	0.960941102114108	0.981826645478853	-0.0575721213944878	0.534770216674322	0.798400157601763	-0.053037451542675	0.567626619172751	0.841216498210894
ENSMUST00000018765	269.34684759229	Mmp8	17394	matrix metallopeptidase 8	XLOC_033916	protein_coding	-2.17526909872279	8.03968664682837e-19	5.22250735771928e-16	-4.14446784861114	4.79970446963401e-66	1.14320960959233e-63	-2.88116940029816	3.64473186845489e-32	7.548820743781e-30	-1.96919874988835	3.34794211055788e-19	2.07123119922003e-17	-0.705900301575367	0.00153961310982803	0.0202523177762277	1.26329844831298	6.92824581728255e-09	6.98381483827759e-07
ENSMUST00000018909	3234.29386887923	Fxr2	23879	fragile X mental retardation, autosomal homolog 2	XLOC_004697	protein_coding	-0.007425994832775	0.944080255682919	0.988456580920965	-0.0719820473255227	0.49653364312527	0.668484436542932	-0.0117723294766732	0.911597511215408	0.961352788521877	-0.0645560524927477	0.541689555915766	0.708746414237603	-0.00434633464389822	0.967279755467586	0.988727200156447	0.0602097178488495	0.569837680958357	0.842755903816194
ENSMUST00000018918	6591.66876613141	Cd68	12514	CD68 antigen	XLOC_006102	protein_coding	-2.19257856498076	9.12367641361409e-23	9.31331854478278e-20	-4.47264513897781	1.72950460258808e-89	1.37313057086591e-86	-3.40555080621973	1.29859005110886e-52	1.32558217288548e-49	-2.28006657399705	8.20230606493379e-25	8.88023908893703e-23	-1.21297224123897	4.5195608278789e-08	2.6689687517032e-06	1.06709433275808	1.45590742132499e-06	6.54288457803628e-05
ENSMUST00000019071	9452.83134165744	Ccl6	20305	chemokine (C-C motif) ligand 6	XLOC_006340	protein_coding	-0.767681133511295	4.54322464623897e-06	0.000276286057103834	-3.24137739459884	8.14277951562816e-84	4.84868591907675e-81	-2.05936552533882	7.54790434115042e-35	1.99753890628483e-32	-2.47369626108754	8.82069984392556e-50	2.100943691159e-46	-1.29168439182752	9.92937907290824e-15	3.30001758909143e-12	1.18201186926002	1.27291388379665e-12	3.95461137246478e-10
ENSMUST00000019248	863.869883118686	Cd22	12483	CD22 antigen	XLOC_031019	protein_coding	-1.22578918552416	9.19854636863476e-07	7.02975540931333e-05	-3.99608586669897	1.24343537183748e-58	2.11546844034875e-56	-2.5885546729939	1.94304943862124e-25	2.15256740521986e-23	-2.77029668117481	5.46589395597077e-30	1.14872191948203e-27	-1.36276548746973	2.44711289088662e-08	1.53384606682722e-06	1.40753119370508	6.05190419994951e-09	6.45431066578198e-07
ENSMUST00000019266	4301.80985878256	Ccl9	20308	chemokine (C-C motif) ligand 9	XLOC_006339	protein_coding	-0.520752163930417	0.00340393004475458	0.0537694091626516	-2.29881941539073	2.03405616281357e-38	1.26385637490299e-36	-1.81158626097936	1.84128422916345e-24	1.86622644815425e-22	-1.77806725146032	9.64906310393727e-24	9.64299026701871e-22	-1.29083409704894	3.15350669747582e-13	6.09010327211175e-11	0.487233154411371	0.00581966287216838	0.0604864015317515
ENSMUST00000020496	1051.73329447686	Adarb1	110532	adenosine deaminase, RNA-specific, B1	XLOC_003680	protein_coding	-0.167088444356419	0.361670152319143	0.762614290094695	-0.470222885395921	0.0101590583772686	0.040028426597614	-0.675305486811105	0.000222899983396192	0.00234397620508829	-0.303134441039502	0.0969358954486346	0.226394979875214	-0.508217042454687	0.00538621730799711	0.0529750710296495	-0.205082601415185	0.260814116638155	0.620676325617252
ENSMUST00000021030	683.632968466591	Mettl2	52686	methyltransferase like 2	XLOC_005262	protein_coding	-0.00236124647761099	0.987120948988856	0.998361516720979	-0.0958005706467458	0.51229956978439	0.682572548180936	-0.00303360362645692	0.983513470395734	0.993664970337606	-0.0934393241691348	0.522089473198459	0.693513977863769	-0.000672357148845924	0.996339972839635	0.998497352301625	0.0927669670202889	0.526581861365536	0.819049317232037
ENSMUST00000021050	903.671133794939	Adap2	216991	ArfGAP with dual PH domains 2	XLOC_004893	protein_coding	-0.645866778158271	0.000403818885057566	0.0111194136538684	-2.16857493793481	4.25373609222028e-33	2.21861833919416e-31	-1.70203944923558	6.68861906712157e-21	5.28105276730576e-19	-1.52270815977654	1.91236457667506e-17	9.52250946524853e-16	-1.05617267107731	4.17781197965889e-09	3.45116248562458e-07	0.466535488699232	0.00878459326422865	0.0826468876491716
ENSMUST00000021077	851.457055401407	Slc9a3r1	26941	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	XLOC_005357	protein_coding	-0.402629840394129	0.00387871126622225	0.0591575909344527	-1.3783928443615	1.69671272092342e-23	5.97234519574302e-22	-0.849650490783101	9.90062547461782e-10	2.90292288484658e-08	-0.975763003967372	9.39424906487978e-13	2.92490660972107e-11	-0.447020650388972	0.00117290742445608	0.0161639537154309	0.528742353578401	0.000104585611622365	0.00257943645127026
ENSMUST00000021283	1276.44615099718	Pik3r5	320207	phosphoinositide-3-kinase, regulatory subunit 5, p101	XLOC_004664	protein_coding	-1.7604677453085	1.59081773013091e-15	6.68658122979435e-13	-4.23012311660112	6.76397846157645e-83	3.71784677670727e-80	-3.06888931637548	2.86512477903891e-44	1.7802390529237e-41	-2.46965537129262	8.84808126894784e-31	2.14318524431413e-28	-1.30842157106698	1.10129104423154e-09	1.06341556169682e-07	1.16123380022564	5.02559459692074e-08	3.76024986306776e-06
ENSMUST00000021380	2126.33876110383	Trappc6b	78232	trafficking protein particle complex 6B	XLOC_007774	protein_coding	-0.0918719823341561	0.548296698927892	0.863441553062506	0.0216897788123762	0.887366371451703	0.94131181817223	0.0416721365626439	0.785721250393149	0.898802720673056	0.113561761146532	0.457987013414786	0.637674630622634	0.1335441188968	0.383240937015778	0.692314022360319	0.0199823577502677	0.896259725032409	0.97087285068987
ENSMUST00000021506	3080.32179536993	Serpina3n	20716	serine (or cysteine) peptidase inhibitor, clade A, member 3N	XLOC_007399	protein_coding	-1.24403850547812	1.96013067924897e-11	3.94538416016155e-09	-4.27900611704454	9.06298230477873e-120	2.15865133529321e-116	-3.71629219077889	1.14715591927934e-90	5.46466841414036e-87	-3.03496761156643	5.09614691360918e-63	3.64145177711944e-59	-2.47225368530078	2.39606686923681e-42	3.42421916282633e-38	0.562713926265649	0.00173945361494579	0.023765326588136
ENSMUST00000021544	3629.16856312382	Plek2	27260	pleckstrin 2	XLOC_007858	protein_coding	-0.431594695336146	0.00746000312387679	0.0933545574810186	0.416775497716354	0.00990937421498173	0.0392720096800621	0.0500030117803804	0.756903230275141	0.882567641597723	0.8483701930525	1.4819857062909e-07	2.3743338260766e-06	0.481597707116526	0.00284219880473991	0.0326247896534443	-0.366772485935974	0.0232919911021846	0.158028087818714
ENSMUST00000021674	939.783688301662	Fos	14281	FBJ osteosarcoma oncogene	XLOC_007292	protein_coding	-0.303354797077057	NA	NA	-1.0081780626415	NA	NA	-1.61218352969469	NA	NA	-0.704823265564446	NA	NA	-1.30882873261763	NA	NA	-0.604005467053188	NA	NA
ENSMUST00000021860	2284.03933407247	Ly86	17084	lymphocyte antigen 86	XLOC_008546	protein_coding	-0.908962284193979	3.67631504948967e-07	3.22320358112006e-05	-2.52753442409552	9.92148195281931e-46	9.45252657251605e-44	-1.87447534825854	7.75250223258785e-26	9.23258411715941e-24	-1.61857213990154	5.95984227028236e-20	3.99869041711762e-18	-0.965513064064563	5.13832757012564e-08	3.00950161084695e-06	0.653059075836976	0.000216946323196617	0.00455268708487936
ENSMUST00000023143	6387.3027733959	Litaf	56722	LPS-induced TN factor	XLOC_013137	protein_coding	-0.617487999276685	0.000212389414402676	0.00677512750274251	-1.90748340405498	2.22204740852878e-30	1.03101556867808e-28	-1.08273714368005	8.23254458478234e-11	2.64384931822751e-09	-1.2899954047783	8.67765040997805e-15	3.29819952151586e-13	-0.46524914440337	0.00518636439298916	0.0516864250629066	0.824746260374928	7.01505424352849e-07	3.49310593011379e-05
ENSMUST00000023805	3342.37858144295	Csad	246277	cysteine sulfinic acid decarboxylase	XLOC_012524	protein_coding	0.0184262846954474	0.907161679300957	0.980950935146034	0.419087491156257	0.00806148796220328	0.0333932534689412	0.110850645710085	0.48329587504977	0.706576604222612	0.40066120646081	0.0112922613194464	0.045661431034321	0.0924243610146379	0.558811773498586	0.81347076182748	-0.308236845446172	0.0514699336365902	0.258403977266125
ENSMUST00000024708	748.719159802608	Tnfrsf21	94185	tumor necrosis factor receptor superfamily, member 21	XLOC_014191	protein_coding	-0.43861702523405	0.00520270552481544	0.0721862763642112	-1.96284451743609	6.16351484424037e-37	3.62480619913741e-35	-1.24629635833836	1.24496245266252e-15	6.37697434086026e-14	-1.52422749220204	2.03064125180673e-23	1.92184729334901e-21	-0.807679333104315	1.58549981117311e-07	8.167291810751e-06	0.716548159097722	2.29530515453317e-06	9.79170327266671e-05
ENSMUST00000024791	4209.25385426117	Trem2	83433	triggering receptor expressed on myeloid cells 2	XLOC_014257	protein_coding	-2.75321752182021	7.44465366626019e-37	3.54638485148415e-33	-5.39808313422325	3.20195922650792e-137	1.14397998265062e-133	-4.51204187502835	2.40021226900158e-96	3.43014335363016e-92	-2.64486561240304	9.77466313183163e-36	4.36530346303143e-33	-1.75882435320814	1.10636714549645e-16	5.45210099182407e-14	0.886041259194896	2.79050440902777e-05	0.000832549029424131
ENSMUST00000024854	139.98046186762	Clip4	78785	CAP-GLY domain containing linker protein family, member 4	XLOC_014349	protein_coding	0.652979444219919	0.00272286542173813	0.0460502600497748	0.656778707629596	0.00261401134849173	0.0130572653552238	0.224872370096488	0.299710302214809	0.547228814226631	0.00379926340967629	0.986278504391239	0.994299403149788	-0.428107074123431	0.0511969027768589	0.242189651633264	-0.431906337533107	0.0495400734609437	0.254302151519521
ENSMUST00000024866	5457.90828191577	Xdh	22436	xanthine dehydrogenase	XLOC_015174	protein_coding	-0.143402063135937	0.312126387650122	0.728736841350742	-1.42880243270803	5.85589076012156e-24	2.09740688854379e-22	-1.10689561581382	5.53007091855358e-15	2.65202159386071e-13	-1.28540036957209	1.00496479322109e-19	6.58805131189111e-18	-0.963493552677887	9.94563374298496e-12	1.5449244763152e-09	0.321906816894206	0.0226289019808635	0.155153689701483
ENSMUST00000025078	986.589621092188	Map3k8	26410	mitogen-activated protein kinase kinase kinase 8	XLOC_015692	protein_coding	-0.514143456816146	0.00227838087282148	0.0404979366336962	-1.37474976478383	2.41473515535965e-16	5.69455117248264e-15	-1.01631540677373	1.51505324440659e-09	4.33032518316292e-08	-0.860606307967681	2.39466832541561e-07	3.70370184399507e-06	-0.502171949957583	0.00265804934709097	0.0310373000520967	0.358434358010097	0.0311169166327966	0.189605874583497
ENSMUST00000025523	4915.65413190266	Csf1r	12978	colony stimulating factor 1 receptor	XLOC_015561	protein_coding	-0.502855456473878	0.000199631831958243	0.00645461201474038	-1.96258551646699	4.78626688392017e-48	5.14289774722581e-46	-1.52260047706422	1.53262443153203e-29	2.38073214685046e-27	-1.45973005999311	1.74234673107183e-27	2.73625023447775e-25	-1.01974502059034	3.45670269263803e-14	9.32070531707359e-12	0.439985039402765	0.00103376326042033	0.0156168189795633
ENSMUST00000025561	22065.6343031884	Anxa1	16952	annexin A1	XLOC_016797	protein_coding	-0.185599821600795	0.164126265149777	0.57133708527033	-1.87681991131647	4.89285293120364e-45	4.39772083269379e-43	-1.31072942356301	8.2228678654716e-23	7.6805885402258e-21	-1.69122008971567	6.42682387002586e-37	3.40169407135332e-34	-1.12512960196221	3.1156090206734e-17	1.64908031534976e-14	0.566090487753461	2.12453214581438e-05	0.000667289865842491
ENSMUST00000025570	2039.86466380145	Sdhaf2	66072	succinate dehydrogenase complex assembly factor 2	XLOC_016697	protein_coding	0.0109882442150887	0.93558909372881	0.986607418718892	-0.00384532376242199	0.977442497126564	0.987461524560704	0.011896878823202	0.930375179253367	0.969731725381801	-0.0148335679775106	0.913094775518459	0.955903409049469	0.000908634608113296	0.994672610425709	0.997674499971491	0.0157422025856239	0.907925563023472	0.974257712957533
ENSMUST00000025574	5749.97899241939	Ms4a7	109225	membrane-spanning 4-domains, subfamily A, member 7	XLOC_016722	protein_coding	-1.18594585657606	2.11574521392135e-06	0.000148216249275245	-2.9235705128111	1.29927277531946e-31	6.40272663175533e-30	-2.6969927238213	3.81517853327443e-27	4.95661058354771e-25	-1.73762465623505	3.31793855239167e-12	9.67686935759782e-11	-1.51104686724524	1.40533713531511e-09	1.33004456958863e-07	0.226577788989806	0.363578653547379	0.71319288944817
ENSMUST00000025582	2788.22836193159	Ms4a6d	68774	membrane-spanning 4-domains, subfamily A, member 6D	XLOC_016726	protein_coding	-1.54937323444889	1.36880814842566e-19	9.3824680837442e-17	-3.93863984047759	1.00080605568671e-118	2.04321704883125e-115	-3.13718887956377	8.62389021743517e-76	2.05406691828943e-72	-2.3892666060287	2.09170297450976e-46	3.32139191207989e-43	-1.58781564511488	2.31967862381535e-21	2.55004055484194e-18	0.801450960913822	1.41903885623437e-06	6.39731365755373e-05
ENSMUST00000025862	12137.4323209578	Smarca2	67155	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	XLOC_016319	protein_coding	0.0477739103873577	0.764229681257555	0.946291326728962	0.10699721149255	0.501778360739317	0.673515032715843	-0.186449168798166	0.241783126975567	0.484345762210237	0.0592233011051923	0.710040653366099	0.83010397392465	-0.234223079185523	0.141416888849354	0.422401488033468	-0.293446380290716	0.0654421238493112	0.295694896837081
ENSMUST00000026021	2714.29086932372	Msr1	20288	macrophage scavenger receptor 1	XLOC_033385	protein_coding	-1.64384735184409	4.57316075658952e-14	1.45233423049824e-11	-4.1794587888719	1.38747378694914e-82	7.08156710331792e-80	-3.0877675343836	8.43749873288157e-46	5.74191878055288e-43	-2.53561143702781	3.58329725546311e-32	1.04507961383313e-29	-1.44392018253951	1.87344353853795e-11	2.78889391762977e-09	1.0916912544883	3.45175143676884e-07	1.86968689888253e-05
ENSMUST00000026150	1243.27189329535	Arhgap19	71085	Rho GTPase activating protein 19	XLOC_016916	protein_coding	-0.987482410815457	2.20468207459051e-06	0.000152947143339675	-2.75579544691535	2.95164559310749e-40	2.01827594120091e-38	-2.10233368919418	4.83355035507088e-24	4.83050826044182e-22	-1.76831303609989	8.02534744342964e-18	4.23211218871044e-16	-1.11485127837873	6.27024500777644e-08	3.59871772715394e-06	0.653461757721166	0.0014265302202882	0.0202597659721148
